pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht 
1958.16 0.535837 -0.516639 1866.8 -0.96247 -3.05022 4995.33 0.0987342 0.840702 0.816734 0.878302 364.691 -0.372436 0.144203 5890.23
2338.07 -1.19616 -2.16717 1148.9 -0.443412 0.811052 3598.24 0.206006 0.720008 0.778665 0.742052 564.549 1.07 0.258948 4252.43
702.629 1.49483 -1.13951 682.239 0.239879 1.65021 1696.86 0.514604 0.651194 0.776943 0.871638 382.499 2.39511 0.744899 2894.62
1779.61 0.931602 -1.37466 1439.15 0.141444 -0.11361 2379.9 0.637477 0.611918 0.725819 0.817647 848.629 2.88275 2.02578 5754.25
2284.82 0.629842 -0.379689 1534.62 -0.836244 2.80573 5032.21 0.176842 0.237339 0.806886 0.751276 711.03 2.74646 0.0592713 4031.81
1230.46 -0.441383 -2.20488 1162.42 0.938051 -1.39869 2056.79 0.54509 0.465483 0.560217 0.463129 685.546 1.57518 2.50313 4060.61
647.879 0.868074 3.03604 459.034 0.190506 1.33572 917.901 0.416703 0.412642 0.630507 0.869104 138.985 -0.908977 2.2447 1749.67
983.612 1.12981 -2.80668 856.963 -1.167 0.124944 3215.14 0.643135 0.220861 0.779187 0.69309 272.506 0.0664578 0.0584866 2837.93
632.453 -1.47851 0.398842 559.513 1.6466 2.04366 2860.42 0.745199 0.682045 0.799389 0.798198 373.483 -2.00777 2.23176 1636.15
923.846 -1.3939 1.79572 728.314 0.575279 0.0425801 2286.36 0.778446 0.669418 0.728446 0.765412 473.389 -1.98944 2.03202 2414.89
1008.02 0.415028 -2.01743 902.595 -1.69214 -0.432083 2780.91 0.538222 0.745652 0.688645 0.71715 459.492 1.7052 2.13728 3016.4
1355.7 -0.0329128 -0.979087 1147.6 -1.08166 -2.47623 2196.24 0.714942 0.843278 0.804737 0.735881 890.674 1.45228 2.35467 3428.98
531.403 -1.71815 0.540326 499.955 -2.10724 1.65341 595.334 0.811919 0.290935 0.807873 0.84032 337.766 -1.68518 2.22551 2007.8
1902.39 -0.491713 -0.0693403 1594.86 -0.944674 -2.85185 3638.58 0.241087 0.359164 0.627916 0.880945 1020.9 -0.0420931 0.0272472 5150.79
1519.4 -1.17104 -0.141229 1372.87 0.856418 -0.363991 3481.73 0.237801 0.608718 0.684012 0.408066 850.686 2.97521 2.94398 5521.46
600.464 0.0951614 -0.200283 383.623 -1.30934 -1.9525 1053.34 0.730864 0.822398 0.79147 0.823946 356.417 2.23256 2.09813 1597.73
1152.61 -0.378646 -1.47683 1119.62 1.43568 2.03808 3405.08 0.492689 0.450285 0.333371 0.678813 452.183 -1.85408 0.377248 3223.2
557.091 -1.18167 0.00153142 529.646 -0.952236 -3.05766 1177.09 0.744964 0.22787 0.626783 0.914119 323.152 -2.88531 0.172344 2130.04
2580.15 0.269225 -1.31001 2164.1 0.0142916 1.0958 4639.26 0.40717 0.708509 0.435117 0.837076 140.535 -1.11767 0.192343 6745.08
1787.87 -0.147043 2.85767 1768.63 -0.00737079 0.227207 3678.79 0.250768 0.644661 0.819545 0.592308 447.448 2.61149 0.246172 5454.45
1277.91 -1.25827 2.85014 723.112 0.598392 1.19204 2525.85 0.28704 0.750081 0.712222 0.753003 416.107 -0.89017 2.08221 3293.22
2942.29 -0.302269 2.79597 1111.89 -0.805682 -0.573005 3930.97 0.250612 0.486666 0.73991 0.783826 1044.75 -0.667286 0.0942815 5181.88
1329.57 0.476893 -0.0853903 1092.76 -0.149262 -1.1855 1517.67 0.862022 0.466507 0.79166 0.604873 1044.09 2.41197 2.49736 3684.95
