pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht 
1284.31 -0.713127 2.545 1130.58 0.351263 -1.47972 2626.49 0.237512 0.399992 0.826856 0.754816 94.0382 2.43494 0.110056 3508.47
812.238 0.100573 -2.61085 759.74 -2.07882 -1.18657 2327.58 0.253913 0.525301 0.831367 0.689611 548.511 1.66651 2.00582 3013.71
1073.7 0.495735 -0.448092 864.731 0.870241 1.62011 1727.8 0.584694 0.65366 0.652198 0.831225 354.559 -2.5759 2.08717 2660.16
1020.76 -0.212739 3.10903 1014.08 1.48956 1.06521 2622.79 0.798455 0.821333 0.78365 0.822185 96.1329 -1.15531 2.01884 3268.63
1228.49 0.458696 0.744481 1061.97 0.919628 2.5917 2021.25 0.561712 0.42285 0.652468 0.518186 391.526 -1.43898 2.18346 3416.48
1240.5 -0.898832 -2.91301 929.586 -0.49549 0.140292 2241.07 0.797544 0.410416 0.646403 0.551494 148.991 1.2516 1.11131 3731.61
1408.84 0.172456 -0.121218 1281.49 1.02733 -2.49718 2844.46 0.680023 0.394427 0.841145 0.524314 610.641 -2.48107 0.0161047 3949.09
968.32 1.72146 3.05617 732.038 0.196653 1.18785 1977.23 0.750191 0.759891 0.664223 0.782884 318.726 -0.863857 2.05171 2387.48
1270.47 -0.543846 0.763623 1008.02 -1.03532 2.32699 1716.06 0.714162 0.509784 0.673095 0.833661 470.316 -1.63586 2.32034 3750.27
730.209 -0.31387 -0.879681 715.246 1.03501 -2.80231 1597.16 0.678697 0.743711 0.879802 0.780397 113.305 1.38302 2.09785 2487.73
1458.43 -0.361481 0.281585 1387.33 -0.156578 -1.63821 2361.62 0.599606 0.559639 0.921945 0.733033 343.813 2.42013 2.13855 4208.16
1104.36 0.180659 -0.946331 1083.39 0.057609 -2.88995 1869.31 0.657823 0.477473 0.925928 0.903624 233.084 2.8857 0.507531 3562.58
1442.06 -0.873162 -1.72939 1193.14 0.812471 2.48794 3402.39 0.264053 0.695459 0.709536 0.74687 584.432 0.450974 2.03697 3633.78
1283.97 0.428727 -2.9539 1202.23 1.02428 1.30316 2454.59 0.185518 0.201806 0.769269 0.777724 91.6992 -2.10873 0.845179 4611
1629.84 -0.173635 -1.46788 1167.1 -0.324327 1.35303 2969.37 0.559794 0.413907 0.855703 0.63188 504.79 1.13783 0.215204 3987.09
1254.07 0.888832 -2.99163 1217.21 0.825056 0.563084 2471.79 0.832309 0.169622 0.735027 0.754619 422.157 -0.41174 0.974824 4175.68
1492.79 0.624644 -1.39738 936.276 0.61289 2.80631 2102.8 0.485895 0.637673 0.60267 0.659497 198.832 0.763776 2.04254 4020.87
1487.19 -0.778143 0.175266 1203.98 0.178793 -2.00522 2764.8 0.631253 0.550471 0.496121 0.806452 653.585 2.27396 2.00401 3716.94
