pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht 
1405.87 -0.170377 1.2518 800.798 -1.24005 -1.38334 2393.56 0.4442 0.212217 0.816741 0.746463 674 -1.40773 0.0243921 3244.74
1603.55 0.490333 -1.69464 1485.2 -0.347121 -0.795631 2025.24 0.144632 0.456956 0.679419 0.538639 996.889 1.55328 2.34891 5535.13
994.858 1.1228 -1.56941 912.809 -0.569882 1.53804 2670.43 0.207874 0.507765 0.857241 0.793491 518.698 -1.43688 0.132529 2639.22
1929.36 0.024143 1.24531 1702.51 0.623862 2.95361 3033.18 0.549128 0.75721 0.774888 0.834047 812.119 -0.911117 2.15642 5310.95
1759.61 0.138814 -0.098822 1366.52 0.90769 1.64475 2723.79 0.528406 0.448395 0.836993 0.662859 1141.55 -2.5809 2.05754 4925.65
661.106 1.80424 2.82461 504.615 -1.13958 -2.09653 2495.81 0.512281 0.669832 0.784441 0.641563 453.593 0.377627 2.44698 1868.65
1596.52 0.622067 3.02906 1163.29 -0.390484 -3.088 1512.6 0.70975 0.31676 0.743329 0.77027 808.82 -0.0328461 3.05515 5489.58
388.788 -0.0321833 -1.54105 335.3 -0.969324 -0.596713 488.971 0.589338 0.513062 0.807826 0.88132 317.083 1.89365 2.49037 1110.03
1967.03 0.15693 0.693253 1945.96 0.788593 2.72185 3603.73 0.388703 0.419858 0.952525 0.827558 141.946 -1.31458 2.00783 5932.64
763.061 -1.08896 -0.0474804 482.742 1.75444 -1.32456 2478.25 0.83686 0.774251 0.76719 0.723639 374.597 2.55639 2.40224 2015.25
1114.56 1.07436 -0.367997 722.051 -0.250532 2.97605 2212.41 0.5696 0.730229 0.704636 0.692818 438.568 2.6096 0.366454 3320.56
2684.96 -0.522354 -0.135386 1589.95 -0.947702 -2.84163 4287.54 0.179829 0.882503 0.434926 0.741722 281.499 0.153934 0.28932 6036.98
1059.14 -0.166448 -1.50939 1047.79 -0.733226 1.11516 2184.13 0.709958 0.592267 0.733039 0.576553 521.784 1.30569 0.190522 3121.41
1987.44 -0.5182 -2.40473 1300.96 0.155965 -0.264056 3039.67 0.396259 0.275025 0.860354 0.697127 147.505 1.77906 2.04312 5138.74
777.345 1.13052 -1.50185 733.562 -1.50185 2.60777 2986.8 0.162346 0.55266 0.827675 0.735598 166.031 -1.53131 0.0294591 2393.07
509.174 -1.56763 1.52775 383.884 0.724661 -0.240657 1439.04 0.555781 0.695421 0.851535 0.728431 60.0972 -2.55632 2.19912 1416.53
1393.14 -0.306581 -1.42452 991.984 0.137846 1.55798 2469.73 0.720662 0.306871 0.817371 0.794058 811.233 1.36176 0.196221 4125.88
603.088 1.35548 2.26324 371.982 -1.27562 -2.03828 1824.92 0.624583 0.561482 0.882103 0.866446 170.655 0.25361 2.00963 1411.76
1249.85 -0.376234 2.81485 1206.88 0.0207856 -1.35211 2244.35 0.600341 0.815696 0.67139 0.765963 735.935 2.79559 0.0192568 4631.45
617.615 2.31923 -0.672785 514.719 -0.979469 0.900346 2943.62 0.63009 0.607309 0.83688 0.849688 121.447 3.05408 2.15373 1887.43
2308.08 -0.274163 -1.17034 1818.04 0.346291 0.806469 4032.67 0.276627 0.228078 0.868228 0.40549 1014.26 2.6789 1.87243 5670.39
2286.5 0.225416 -1.4167 2249.5 -0.189048 1.04998 4663.36 0.253726 0.213415 0.8657 0.828266 634.515 -0.879851 0.536844 6759.28
1512.15 -1.0191 -2.89789 480.765 -1.36533 0.833857 1797 0.0672704 0.617225 0.901966 0.476522 339.727 -0.15916 0.993017 3330.66
687.263 0.674553 -2.31346 629.916 0.664419 2.4916 902.76 0.773866 0.55928 0.682896 0.792446 375.279 -0.0902295 2.22323 1977.69
1546.46 0.67886 -2.39882 1104.7 -1.20827 1.89136 3644.94 0.341365 0.785373 0.838271 0.502207 501.393 -0.0574729 1.94883 3687.99
1687.34 -0.00109555 -0.929145 1262.76 -1.41974 -2.77969 3255.36 0.643981 0.507634 0.863587 0.828829 810.404 1.38367 2.11982 4533.37
1666.2 -0.0637886 0.23644 1650.95 0.357479 -0.803341 1815.27 0.465395 0.483927 0.324911 0.833853 533.931 3.10622 2.37362 6124.59
2001.46 -0.655016 0.0883441 1568.38 0.509881 -2.49211 4170.86 0.470558 0.219208 0.861855 0.697388 182.368 -2.92942 0.437306 5744.67
992.288 0.261992 2.52814 942.595 -1.22837 0.0699214 2485.1 0.360236 0.71275 0.712674 0.653758 97.1033 2.50197 0.0261693 3168.91
642.635 -0.234357 0.27428 422.979 1.21754 2.50624 1256.55 0.607181 0.71516 0.768322 0.848191 127.609 -1.76392 2.01302 1480.27
2103.24 0.692117 -0.348701 1370.6 -1.25829 -2.2529 4778.2 0.415546 0.535616 0.684559 0.614296 865.831 1.98409 2.0462 4757.34
842.584 0.0402967 -0.0328575 641.788 1.13231 -0.647309 966.761 0.717915 0.894981 0.784966 0.83899 458.04 2.89469 2.74118 2435.06
1687.19 0.232906 -1.98567 1333.4 -0.732717 3.06073 2330.88 0.549947 0.366672 0.694092 0.74109 855.726 0.965716 2.09502 5473.51
742.559 -0.837476 0.83913 722.958 1.47249 -0.0846227 2202.83 0.572269 0.778685 0.720554 0.830244 357.488 -2.89851 2.54554 2544.62
1002.51 1.17624 1.64675 834.484 -0.176566 -0.426855 2079.05 0.454324 0.709573 0.836503 0.740672 394.589 -2.6246 2.01183 3138.8
1172.72 0.75238 -0.171978 1076.69 -0.957456 -2.60699 3064.06 0.82419 0.18269 0.765706 0.635118 350.781 1.87878 1.79741 2831.13
2035.04 -0.269531 2.59213 1722.13 0.56002 0.78238 3379.31 0.483997 0.21596 0.633335 0.625016 939.646 -1.43999 2.22237 5079.49
1783.82 1.20459 -2.35213 1219.81 -0.193211 -0.723457 3134.25 0.37165 0.554065 0.757726 0.611985 895.106 1.33535 2.0588 4341.57
1472.04 -0.125529 -1.50782 1313.63 0.248642 -2.99621 2033.04 0.743333 0.573485 0.650283 0.688711 406.879 0.658912 2.16673 4556.94
1467.11 0.632112 -1.26144 1240.22 0.841891 0.131575 1760.2 0.822549 0.78978 0.89548 0.966597 922.608 2.47974 2.34817 3854.96
