pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht 
1322.17 0.468067 -0.427638 706.832 -1.31457 -2.04258 2411.7 0.857101 0.592046 0.803044 0.840525 718.337 2.00514 2.23547 3354.83
1130.26 -0.0865123 -1.46584 1044.46 -0.155899 3.0581 1681.14 0.738987 0.361936 0.705607 0.448269 428.602 0.820194 2.23791 3669.14
1303.35 0.0789255 -0.214908 1176.55 0.306859 1.46924 1887.43 0.611426 0.691299 0.70127 0.801562 429.987 -2.7372 2.07675 3733.51
1167.55 -0.680693 2.58619 1070.19 -1.63316 0.308575 2401.3 0.180997 0.594798 0.835951 0.708418 226.918 2.72868 0.142494 3315.61
600.74 0.409212 0.665247 336.074 -2.05687 2.86085 1642.83 0.759914 0.63587 0.715567 0.807514 78.5167 -1.41351 2.00883 1404.12
826.987 1.46252 1.0982 381.044 0.0592113 -1.10905 1423 0.245296 0.491751 0.537534 0.483012 353.062 -2.2066 1.09754 1727.4
1212.04 -0.672651 1.05821 1112.5 0.257594 -1.508 2621.23 0.077243 0.536671 0.918399 0.615529 501.532 0.523209 0.534996 3837.89
984.506 0.520983 -0.445268 886.002 0.855963 1.60944 1678.12 0.413502 0.792176 0.729178 0.757412 364.213 -2.60585 2.06789 2494.88
691.854 -0.109488 -1.32434 642.311 -1.4201 0.0671765 1297.06 0.694796 0.75808 0.749454 0.604526 257.265 0.706498 0.639322 2455.38
993.578 1.73047 3.13933 766.067 0.163477 1.11628 2189.24 0.565318 0.347244 0.846238 0.687958 434.125 -0.867902 1.98419 2356
1136.88 -0.616122 0.785432 1088.34 -1.11273 2.49527 1779.12 0.524832 0.658677 0.717023 0.56384 459.765 -1.49801 2.28344 3332.25
1436.67 -0.953463 -1.7053 1293.97 0.754297 2.45173 3602.22 0.283232 0.690513 0.784573 0.683915 586.204 0.276468 1.98177 3769.22
1650.62 -0.160235 -1.42647 774.548 0.365725 -2.87023 1623.8 0.485875 0.404445 0.744578 0.948239 649.946 1.00168 2.41128 3888.32
1699.85 0.44667 -2.90527 1037.34 1.23018 -0.362508 2833.21 0.372628 0.419812 0.762908 0.752629 462.465 -0.203323 0.159184 4109.72
1200.37 -0.691315 -2.54807 511.22 -1.20213 0.569381 1706.98 0.224835 0.281406 0.723416 0.420098 497.354 0.678958 0.109577 2042.65
1346.52 -0.212114 -1.97874 1338.31 0.374328 2.05487 2776.29 0.212838 0.422094 0.646345 0.632947 485.066 -1.89835 0.0803834 4176.1
1212.56 -0.24763 1.11972 805.245 -1.08418 2.37459 1470.1 0.711372 0.461815 0.815249 0.711215 508.322 -0.988295 2.10802 3261.51
