pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight cross_section
815.658 -0.983039 -0.074051 574.495 -0.522854 1.79957 1196.75 0.229759 0.519932 0.849533 0.5836 586.996 -2.53705 1.94657 1656.16 92.9047 6.19365
425.595 -0.879 0.40936 409.045 -0.70424 -1.80667 769.171 0.587802 0.799434 0.722661 0.607287 158.161 1.18323 0.773874 1505.74 92.9047 7.43237
848.167 -1.06026 0.945961 706.16 -0.61174 3.03315 1393.46 0.634114 0.701867 0.65721 0.611171 111.914 -1.49252 1.75751 2223.51 92.9047 8.44588
567.917 -0.175691 1.28888 536.367 0.656538 -0.534821 998.084 0.727286 0.433464 0.705774 0.446299 35.2773 -1.53162 0.9968 1770.2 92.9047 7.83533
863.129 0.758307 -0.689537 700.671 -0.105101 2.35842 1710.47 0.557306 0.332635 0.748213 0.491555 225.137 1.01235 1.34606 1949.56 92.9047 8.25819
949.872 0.83352 2.73303 682.786 0.96289 -1.27695 1489.32 0.32357 0.355745 0.659704 0.623035 113.771 0.561418 1.83837 2279.13 92.9047 9.67757
422.505 0.518918 2.2999 397.252 -2.432 0.171021 1848.14 0.576031 0.546274 0.482656 0.817177 180.254 -2.63586 1.34743 1400.06 92.9047 10.4281
658.771 -0.162955 -1.93201 544.63 -1.02093 1.52171 1352.33 0.500188 0.685275 0.457199 0.785413 215.861 0.847754 0.673957 1310.18 92.9047 11.2612
556.605 0.746587 1.32561 310.396 1.12847 -0.896651 773.673 0.743391 0.670753 0.812824 0.682457 368.463 -2.41554 1.51889 939.678 92.9047 10.5944
464.995 2.33104 -1.7705 288.331 -0.126817 1.09486 1366.35 0.714012 0.561655 0.475308 0.734942 134.203 0.992578 0.102278 1134.81 92.9047 9.74525
793.676 -0.741407 1.92801 516.192 -0.605633 -0.502793 1233.46 0.230752 0.481288 0.783714 0.752128 56.869 0.456842 0.959635 1963.7 92.9047 9.63036
792.172 -0.698148 1.35589 502.087 -0.0457471 -1.16575 1322.04 0.511778 0.369518 0.482279 0.416698 122.162 -2.23463 1.06887 1676.36 92.9047 9.95407
899.274 -0.00323943 2.46517 764.553 -2.05796 -0.670841 2624.09 0.776748 0.588106 0.695928 0.607856 66.497 1.0982 1.36696 2037.77 92.9047 9.48007
462.915 -0.697764 2.57411 391.325 -0.186152 -0.999432 870.73 0.775349 0.636926 0.701344 0.566351 23.3881 0.520816 1.52025 1378.03 92.9047 9.61083
580.003 -1.13652 1.8333 427.745 -0.185967 0.433181 817.488 0.732561 0.497345 0.597147 0.650854 352.206 -1.51066 1.94384 1502.99 92.9047 9.46251
478.874 0.665592 -2.07529 433.757 0.193322 0.145972 866.099 0.678273 0.583631 0.773526 0.52867 253.092 3.00021 1.20768 1348.14 92.9047 8.90337
672.27 1.08293 2.52832 580.336 0.0573391 -0.537922 1432.02 0.437606 0.376743 0.801853 0.773968 75.29 0.777196 1.31512 1875.23 92.9047 8.88332
476.819 -0.359392 -2.35703 342.595 -0.789478 0.885082 836.829 0.45745 0.713046 0.532026 0.593972 9.05986 1.47046 0.585378 1004.29 92.9047 9.14416
525.89 1.4681 -1.16538 429.629 -0.937757 1.0506 1690.85 0.653131 0.305897 0.737265 0.66723 16.1648 -2.71627 1.55089 1348.58 92.9047 8.81577
566.716 -0.0520241 1.19936 386.59 0.807606 -1.56776 1021.93 0.793547 0.614502 0.733864 0.732956 214.39 -2.54201 0.974247 966.189 92.9047 9.15962
567.906 -0.297254 2.63022 536.538 0.149872 0.566018 992.503 0.638616 0.647668 0.79584 0.469403 37.0858 -1.56138 2.09158 1602.27 92.9047 9.45346
583.209 -0.714542 -0.886056 477.581 -1.29171 1.13982 964.843 0.686825 0.724828 0.666211 0.733367 77.9686 1.45414 0.314324 1713.3 92.9047 9.48007
701.896 0.291638 -0.192106 525.095 0.231832 2.39321 1243.08 0.304992 0.650752 0.674777 0.817162 72.247 2.23786 0.155348 1803.69 92.9047 9.76286
828.918 -0.0477891 -0.891144 753.466 0.00710861 2.76453 1630.17 0.427601 0.251422 0.482653 0.773083 84.2628 2.07386 0.690674 1929.16 92.9047 9.64105
512.984 -1.88755 1.74626 327.377 -1.40372 -1.04297 844.362 0.649687 0.595961 0.864463 0.711944 130.914 -1.13811 0.0951431 963.153 92.9047 9.90207
408.928 1.2085 -3.04848 359.422 1.08329 -1.22718 626.142 0.569159 0.656199 0.737875 0.708614 356.791 1.6018 1.63291 1106.41 92.9047 9.91361
628.601 0.498826 0.269096 625.016 0.906827 2.16918 1059.93 0.573985 0.364736 0.728271 0.512568 472.65 -1.41156 1.68066 1674.92 92.9047 9.98379
649.559 0.725125 -2.64716 373.961 2.45688 -0.427271 1320.74 0.714489 0.265395 0.813182 0.746907 155.537 1.53659 1.96387 1517.88 92.9047 10.17
643.123 -0.979577 -1.24528 510.116 -1.22029 1.19937 1130.97 0.169991 0.281087 0.400623 0.812937 223.961 1.887 0.687635 1510.24 92.9047 10.2353
976.563 -1.15369 -0.329448 613.743 -0.75419 2.85297 1697.29 0.347633 0.701582 0.667951 0.54801 37.6904 -2.50252 0.927699 1966.5 92.9047 10.2395
708.133 0.892106 -2.70425 501.233 0.263559 -0.463033 1151.86 0.751887 0.623539 0.549739 0.461041 134.326 0.102328 0.565361 1758.33 92.9047 9.79142
550.026 -0.157274 -0.54338 397.456 0.406248 3.09205 970.412 0.538406 0.764191 0.503773 0.724682 361.645 1.02158 1.56496 1330.01 92.9047 9.89783
1080.05 -1.79002 1.07198 600.012 -0.597975 -2.43721 1897.47 0.817138 0.691201 0.812082 0.789414 472.273 -2.19085 0.246358 1940.5 92.9047 9.76801
508.975 -1.14962 -2.84585 336.502 1.42637 -0.253057 1601.97 0.53286 0.790024 0.44482 0.73466 303.371 0.152345 0.405402 1164.82 92.9047 9.35146
690.606 -0.508029 0.446628 633.653 0.27943 -3.05133 1412.01 0.686096 0.68915 0.846181 0.647139 204.647 1.59056 1.14394 1807.3 92.9047 9.25192
1048.1 0.1124 -0.266213 604.688 -0.199038 2.40752 1604.19 0.370091 0.636865 0.708228 0.623365 64.9056 0.704297 0.97051 2427.57 92.9047 9.51892
1094.26 0.331279 1.344 504.549 -0.90081 -1.69577 1828.69 0.164453 0.657973 0.871103 0.760648 514.151 -1.45621 0.23956 1856.23 92.9047 9.79928
702.137 -0.736159 0.866959 614.564 -0.0792312 -2.38087 1439.79 0.198083 0.648559 0.532851 0.568066 118.943 0.815308 0.0516508 1641.29 92.9047 9.94737
671.399 -1.30912 2.1489 422.582 -1.41474 -1.43836 1059.67 0.458294 0.577105 0.573984 0.599214 202.607 -0.609181 0.82918 1240.7 92.9047 9.85629
526.882 0.624551 1.25846 526.734 1.47325 -1.18015 1105.35 0.576693 0.224283 0.646437 0.494673 263.417 2.7104 1.45194 1425.7 92.9047 9.59342
580.185 0.043971 -0.484168 499.56 -0.638139 1.77508 1054.8 0.699254 0.574661 0.621009 0.600746 75.2047 2.38262 0.607541 1544.04 92.9047 9.40202
617.58 -0.640546 -0.319709 556.363 -1.15492 1.42771 957.851 0.436983 0.677024 0.439641 0.677498 61.6187 2.00409 0.576383 1895.65 92.9047 9.51242
499.354 -0.888073 1.30052 456.022 -1.16419 -1.42918 957.318 0.6713 0.699215 0.700007 0.792455 81.4824 0.0297649 1.27076 1472.08 92.9047 9.58915
634.311 0.882939 -0.501478 284.555 -2.1843 2.1453 2054.25 0.675514 0.725256 0.764856 0.811297 107.653 -2.5602 1.57769 1452.23 92.9047 9.56826
766.951 -0.617386 -1.34176 566.541 -0.259262 2.81648 1185.05 0.375722 0.326954 0.58508 0.672054 139.599 1.23608 1.5804 1840.15 92.9047 9.74001
672.151 1.37153 2.87629 607.327 0.547058 -0.376278 1430.38 0.414264 0.288274 0.774944 0.791872 75.5046 0.50217 0.878448 1676.26 92.9047 9.818
511.666 0.5091 1.31933 411.837 -0.209492 -2.51873 935.17 0.29164 0.642463 0.422697 0.60406 109.167 2.53206 1.21273 1427.02 92.9047 9.80894
848.224 0.020391 -1.10187 500.209 -1.06928 1.73594 1529.41 0.480714 0.302249 0.310624 0.685535 102.957 2.08058 0.344641 1714.06 92.9047 9.78669
691.67 -1.6678 0.972095 425.918 -1.01677 2.76123 925.129 0.62174 0.649027 0.421482 0.497377 681.29 -1.25882 2.23091 1409.59 92.9047 9.70847
546.109 0.817042 2.57783 423.134 -0.402361 -2.37548 874.057 0.458032 0.38126 0.730691 0.651445 552.209 -0.0494457 2.32604 1217.16 92.9047 9.81482
481.827 1.03594 -2.33946 369.798 -0.897579 0.71959 1295.53 0.569366 0.545836 0.558993 0.530498 91.5962 1.21666 0.497071 882.062 92.9047 9.86362
796.213 0.160974 -0.0390766 529.842 -1.17467 -2.46426 1544.23 0.711259 0.690916 0.846827 0.779675 82.6219 -1.23118 1.1921 1929.75 92.9047 9.95407
805.432 -0.276525 1.15526 492.045 -0.224917 -1.60469 1269.06 0.257392 0.265041 0.572399 0.394949 125.183 -2.98369 1.379 1598.7 92.9047 10.0581
616.892 1.09095 2.41254 365.464 -0.307438 0.21866 1133.82 0.769076 0.669996 0.508598 0.640355 416.835 -1.17144 1.3901 1077.45 92.9047 10.1374
430.345 1.44779 -2.32922 358.68 0.785 1.00127 843.414 0.493034 0.36632 0.29067 0.695442 44.9991 2.89521 1.05875 962.884 92.9047 10.1556
463.271 -0.252413 0.62107 391.9 -2.24983 2.81591 1262.43 0.470886 0.673049 0.638276 0.806091 16.821 1.98701 0.828909 1288.32 92.9047 10.2671
647.006 0.338391 -1.09009 474.039 -0.955715 1.9642 1365.31 0.637525 0.464353 0.647664 0.761342 89.8884 -1.32765 0.237553 1381.48 92.9047 10.3757
501.566 0.739952 -2.92211 500.239 -1.50123 -0.0541006 1703.83 0.514729 0.582747 0.685413 0.687926 173.965 -0.311361 0.25726 1348.27 92.9047 10.3861
367.383 1.33015 0.576654 362.24 1.66424 -0.952547 531.737 0.634586 0.669016 0.733964 0.631606 408.169 2.30277 1.72612 1028.36 92.9047 10.4617
572.952 0.998472 -2.22597 520.15 -0.0458927 2.42547 1007.05 0.536937 0.487281 0.663465 0.610226 59.8697 2.92458 0.499107 1895.9 92.9047 10.4476
565.512 0.535563 0.968178 524.65 -1.67074 -1.92783 1839.69 0.62782 0.575048 0.756974 0.440439 58.0814 -2.48551 0.557682 1408.88 92.9047 10.5471
630.693 -0.0495014 -3.12187 488.292 0.268979 0.386843 1109.46 0.483437 0.410277 0.512935 0.621304 114.927 0.177132 0.209711 1840.17 92.9047 10.643
1029.44 -0.578608 2.82958 576.51 0.393882 -1.26359 1586.41 0.645468 0.764786 0.678113 0.542429 620.19 0.253095 1.51668 1797.31 92.9047 10.6146
789.162 0.698695 -0.480481 536.243 1.03273 2.33999 1347.64 0.608986 0.605016 0.553474 0.73862 44.4493 -1.40211 0.921632 1649.12 92.9047 10.6988
510.25 -1.27834 -0.42589 390.802 0.607825 0.0342975 1005.46 0.648559 0.566424 0.680796 0.685506 486.965 -3.07559 2.6497 1505.75 92.9047 10.7953
312.352 -0.184578 -2.222 303.777 -0.237363 1.28907 613.08 0.261562 0.61175 0.667136 0.458065 119.067 -2.39834 0.17634 861.654 92.9047 10.4135
788.369 -0.70812 -0.474725 567.692 -1.78658 2.81019 1585.22 0.446716 0.208816 0.7723 0.458622 4.88041 0.153713 0.628438 1707.05 92.9047 10.3782
638.366 0.467421 2.72409 529.979 1.84326 -0.376841 1495.99 0.214132 0.308269 0.640899 0.824541 128.899 -0.718722 0.341882 1211.85 92.9047 10.3337
823.8 0.880505 2.87427 805.265 2.17841 -0.661336 1978.42 0.75346 0.571938 0.709739 0.750853 85.7423 2.7735 0.100765 2387.42 92.9047 10.312
612.672 0.477648 -0.612027 285.879 -0.0043292 1.38599 739.276 0.651276 0.638861 0.698791 0.824984 566.693 2.67451 1.28852 1399 92.9047 10.3654
1038.69 -0.884914 2.72949 775.124 -0.924215 0.180441 1788.58 0.401867 0.255402 0.618909 0.782086 66.0548 -2.04113 1.51257 2348.59 92.9047 10.3969
468.058 -0.326042 2.21109 466.129 1.88803 -1.17239 1567.99 0.290797 0.564623 0.585337 0.650081 312.838 -0.76338 0.409009 1657.06 92.9047 10.2916
778.967 -0.207432 -1.17475 560.807 0.535363 2.44557 1390.09 0.142097 0.758389 0.653233 0.627527 20.0462 -2.03232 0.857561 1743.94 92.9047 10.153
346.153 -0.43433 -2.87002 337.067 -1.34801 2.48893 465.122 0.877102 0.643016 0.676233 0.308649 255.937 -0.614255 2.25576 1024.1 92.9047 10.1838
648.087 0.669157 0.439112 530.779 -2.26496 -2.67615 2685.08 0.548419 0.659121 0.665592 0.68511 130.798 -0.795248 1.23436 1445.85 92.9047 10.2534
595.056 -0.0669104 1.76691 484.865 1.30434 -2.34073 1266.88 0.679248 0.572061 0.667865 0.527364 61.2106 0.63258 1.13433 1588.98 92.9047 10.2064
667.868 -0.748422 0.641331 581.698 0.376318 -1.70273 1372.61 0.532419 0.179363 0.612172 0.681474 242.725 -2.16992 0.467191 1733.2 92.9047 10.179
858.722 -0.771629 2.6654 816.93 -0.808822 0.0109963 1658.16 0.425798 0.213206 0.608212 0.500243 114.921 -2.3992 1.21859 2171.72 92.9047 10.0597
450.553 -0.539339 -1.61463 374.569 0.149979 -3.0665 629.134 0.779395 0.499748 0.715766 0.457221 473.633 0.963282 2.25341 1006.3 92.9047 9.98354
993.851 0.857178 -1.3043 961.946 0.456987 1.37305 1965.82 0.561011 0.50995 0.854814 0.724595 263.386 -1.10224 0.202061 2747.67 92.9047 9.75856
557.806 1.72953 2.8941 533.246 -0.214197 -0.921452 1640.17 0.413451 0.502134 0.819707 0.501038 103.459 3.09448 0.200388 1542.01 92.9047 9.79607
531.466 -0.442859 1.64127 298.588 1.81139 1.64988 1137.52 0.212169 0.683368 0.622876 0.764033 758.995 -1.52394 3.10937 917.153 92.9047 9.86668
613.38 -1.06177 3.08539 572.214 0.642354 0.275517 1641.69 0.740159 0.656536 0.799494 0.86354 92.4379 -1.98911 1.20869 2006.17 92.9047 9.96798
579.133 -0.916266 -2.21725 403.509 -0.781363 1.78005 907.87 0.652747 0.661399 0.765481 0.572378 49.5402 -2.59753 0.380286 1469.01 92.9047 10.029
642.853 1.20877 1.68111 410.541 0.701939 -1.22434 1093.31 0.141328 0.553343 0.424696 0.633289 220.672 -2.26872 1.04438 825.251 92.9047 10.0479
900.856 0.448819 0.693692 336.696 -0.0629703 -1.47775 1037.08 0.908556 0.642546 0.424593 0.686526 369.441 -2.34274 0.864992 1729.95 92.9047 10.0417
990.972 -0.366586 -2.87747 987.694 -0.819578 -0.215421 1975.34 0.351684 0.359898 0.595102 0.750085 366.068 1.79428 1.61144 2111.3 92.9047 10.0803
596.856 1.86079 -2.42239 434.982 2.00938 1.28145 994.391 0.750515 0.612555 0.792547 0.725719 427.925 0.657539 0.623914 1596.71 92.9047 9.79089
568.554 -1.40375 -1.08239 461.709 -0.532838 -3.04383 999.048 0.80182 0.281757 0.761587 0.92735 145.008 0.448897 1.53129 1497.9 92.9047 9.89731
552.273 0.171936 -2.33863 413.994 1.8719 -0.0510032 1281.7 0.742586 0.656479 0.752275 0.75404 257.947 2.71971 1.22485 1454.86 92.9047 9.77199
822.13 0.512985 -0.924497 502.258 -1.1984 2.20613 1828.78 0.334355 0.2864 0.830754 0.657832 25.3917 -0.243732 0.680765 1725.92 92.9047 9.861
837.695 -0.259287 -1.49826 395.086 -2.60151 2.54133 1980.46 0.563147 0.692178 0.702943 0.5583 62.8438 1.85563 0.685696 1851.69 92.9047 9.58755
844.776 0.145573 2.18773 804.341 0.350408 -0.379285 1600.52 0.627949 0.537176 0.661812 0.633223 50.5532 0.124339 0.503624 2203.49 92.9047 9.74108
735.208 -0.212971 0.734549 469.531 1.04137 -2.90388 1492.13 0.272923 0.336132 0.816409 0.461629 53.1746 0.287655 0.446893 1662.16 92.9047 9.79337
821.848 0.235234 -0.433721 444.16 0.0703187 -2.87407 1155.32 0.551382 0.65844 0.448222 0.668875 555.688 1.83756 1.57156 1724.98 92.9047 9.81063
602.098 2.01812 -2.8302 494.138 -0.176449 1.18764 1783.24 0.360488 0.450056 0.784604 0.581375 52.8024 -0.652327 1.83997 1538.29 92.9047 9.8416
759.112 0.561693 -0.658681 569.192 1.32248 -2.03692 992.787 0.477271 0.763817 0.703155 0.580184 1000.45 2.05155 2.19472 1472.11 92.9047 9.66157
645.888 0.0942039 1.01772 642.264 -0.16428 -2.06982 1342.57 0.276892 0.371984 0.672351 0.695154 207.457 1.10666 0.0889307 1518.16 92.9047 9.80625
785.689 1.15803 -2.89997 762.871 -0.451218 -0.626064 1986.6 0.461295 0.452252 0.640995 0.58262 127.143 0.970227 1.59629 2085.65 92.9047 9.86317
961.262 -0.987736 -0.716867 314.699 0.683457 2.33081 1544.78 0.630166 0.407651 0.86065 0.673541 781.822 2.25568 0.0751333 1857.27 92.9047 9.90645
940.247 0.157703 -2.62151 935.556 0.592604 0.500536 2086.72 0.16477 0.417298 0.679946 0.61028 16.0231 1.67337 1.17284 1986.74 92.9047 9.84877
569.932 -0.990028 -1.81069 349.003 -1.63467 1.03794 958.624 0.622879 0.686767 0.502958 0.728893 25.1825 0.563793 0.474151 1169.07 92.9047 9.86488
796.211 -0.0802686 -0.735117 263.409 -1.44606 2.9724 1132.58 0.479693 0.330323 0.498925 0.606931 384.738 2.05743 0.914974 1410.46 92.9047 9.92306
678.445 0.532289 -1.55133 664.339 0.104469 2.35085 1294.13 0.516025 0.610704 0.588176 0.798441 19.4294 -2.65397 1.10264 2045.88 92.9047 9.85353
592.249 -0.79338 1.49796 590.436 -0.272384 -2.34602 1161.44 0.562577 0.52963 0.658195 0.627515 94.7329 1.29522 0.202747 1694.44 92.9047 9.69752
596.02 -0.445338 -0.909214 536.305 -0.873193 1.87982 1150.75 0.71444 0.722707 0.627786 0.733445 344.725 2.85825 0.978428 1596.07 92.9047 9.74816
1384.26 -0.487988 1.58778 1363.58 -0.632371 -1.20839 2843.2 0.141078 0.546505 0.790899 0.743631 78.3223 -1.73145 0.523066 3280.41 -92.9047 9.67633
795.932 -0.0713645 -0.136189 704.619 -0.679371 2.93886 1600.7 0.760386 0.556196 0.816667 0.775624 137.679 2.46903 0.469832 2326.36 92.9047 9.44502
682.51 0.472762 2.05389 549.801 -0.357443 -1.19973 1341.96 0.402266 0.66458 0.593365 0.72669 69.0551 -0.81752 0.382212 1783.84 92.9047 9.49641
720.648 0.876759 -1.89311 424.723 1.54516 0.52146 1112.81 0.50902 0.553194 0.545298 0.64387 29.0662 1.63658 1.11512 1587.75 92.9047 9.50679
341.813 2.56472 -2.37822 333.561 0.805918 0.710454 967.907 0.634791 0.597827 0.737456 0.639475 12.3847 -2.24294 0.13528 686.604 92.9047 9.49969
