pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight cross_section
600.992 0.413583 0.0682793 512.507 -0.856539 -2.81104 1343.72 0.692417 0.673556 0.71878 0.807116 563.915 1.56826 1.49999 1568.3 92.9047 6.51963
519.421 -1.10644 0.717834 490.099 0.893852 -0.800936 1404.41 0.326515 0.178289 0.754892 0.736984 658.256 3.12904 2.35321 1114.55 92.9047 7.87328
710.503 1.13212 1.53851 522.45 2.38053 -2.15981 1429.62 0.580668 0.673472 0.539902 0.791416 206.9 0.0418824 1.49662 1522.11 92.9047 9.50161
751.363 0.624568 -0.299172 458.356 -0.173083 -2.73604 1206.23 0.429476 0.76651 0.381035 0.720904 324.235 2.36319 1.18396 1409.81 92.9047 10.4387
733.057 -0.0305454 1.30629 722.155 0.65015 -1.62167 1535.34 0.387294 0.559789 0.648625 0.462006 161.21 -3.03686 1.41519 1462.43 92.9047 8.56568
776.134 1.40313 -0.944112 442.141 -0.383194 2.93322 1626.12 0.251541 0.469995 0.675463 0.389047 430.611 1.73365 1.19957 1346.28 92.9047 8.44588
577.657 0.402939 -0.381188 383.809 -1.06224 1.4244 1061.7 0.357104 0.715151 0.849411 0.684975 551.213 -2.25511 1.87393 1312.95 92.9047 8.12104
924.953 0.483316 3.07635 789.253 -0.453073 0.521749 1850.84 0.355729 0.443948 0.24704 0.645995 153.939 -2.33903 0.867802 2241.93 92.9047 8.27045
475.004 -0.762374 2.75192 311.19 0.246103 -2.49901 562.652 0.390535 0.530924 0.442337 0.713981 531.947 0.181494 2.57043 1080.14 92.9047 8.51418
738.3 0.108985 -0.862486 473.647 0.96388 2.5248 1322.73 0.470638 0.592361 0.764172 0.781848 410.811 1.38284 1.14196 1441.53 92.9047 8.58598
897.029 -1.33713 -0.736966 746.804 0.725183 2.94067 2562.61 0.338826 0.250457 0.384526 0.549719 558.537 1.11085 1.82982 1846.54 92.9047 8.78531
1214.98 0.0913992 1.64862 957.356 -1.53683 -0.991677 2873.55 0.437671 0.392279 0.769921 0.633476 540.34 -2.34233 1.35065 2205.42 92.9047 8.38104
674.112 1.02199 0.480286 439.346 -0.46751 2.74255 1359.55 0.284821 0.383692 0.668178 0.620373 328.864 -1.92605 1.61459 1271.61 92.9047 8.21257
1029.63 0.654006 0.0561955 756.318 0.770335 2.65382 1707.97 0.219999 0.547541 0.0876718 0.558404 349.097 -2.41352 1.21584 1986.02 -92.9047 8.55906
1014.1 0.0394531 1.70073 544.155 0.575159 -2.93016 1177.6 0.535133 0.260136 0.644056 0.542179 1043.82 -0.935709 1.99445 1599.95 92.9047 8.59967
722.716 -0.049332 1.49991 595.671 -0.810967 -1.69259 1421.06 0.0640265 0.438949 0.574309 0.537901 123.7 -1.2533 0.439291 1330.84 92.9047 8.57156
551.194 0.462337 -1.04684 473.364 -0.364357 2.77991 1074.03 0.360136 0.472142 0.793027 0.635997 348.427 0.584007 1.63085 2165.25 92.9047 8.69687
612.67 -0.9172 -0.0923077 390.283 0.408059 1.87973 1078.34 0.564701 0.400917 0.576653 0.526163 558.325 -2.5179 1.88556 1031.16 92.9047 8.91995
912.143 -0.932854 0.620558 772.109 0.0684767 -1.69316 1775.29 0.174859 0.589288 0.733906 0.599638 443.285 2.8502 1.73983 1946.07 92.9047 8.76706
817.701 0.509207 -2.93278 499.82 1.74674 1.5146 1371.52 0.296471 0.248294 0.570772 0.82397 643.652 -0.347748 1.86235 1525.35 92.9047 9.01404
705.27 -0.940876 2.69327 548.856 -0.176051 -1.21067 1276.98 0.953707 0.273912 0.38642 0.672378 385.791 0.868181 1.82509 1444.23 92.9047 8.87078
634.314 1.91303 0.0985053 387.165 1.84972 3.10493 994.54 0.549555 0.418591 0.348493 0.639482 105.178 -1.89778 1.28048 1793 92.9047 8.86565
827.978 1.91534 -1.59003 507.894 1.05298 2.31531 1341.4 0.413725 0.561939 0.74905 0.581083 519.484 0.88103 1.43428 1387.5 92.9047 8.93655
454.481 1.21538 1.61967 446.945 0.296709 -2.1953 968.881 0.234627 0.545353 0.843975 0.704252 367.925 -0.140981 1.76065 1017.89 92.9047 9.1893
757.688 0.517513 -2.34259 478.745 -0.689659 1.27724 1426.77 0.0779145 0.563183 0.218136 0.214006 329.063 0.194012 1.08323 1359.13 92.9047 9.33919
568.45 -0.562163 2.20685 543.108 -0.369784 -1.44879 1145.47 0.185404 0.632721 0.713377 0.7198 173.948 2.82783 0.620979 1608.96 92.9047 9.29047
1059.03 -0.370557 -2.05109 261.193 0.858352 1.54119 1249.16 0.263293 0.786773 0.494683 0.540248 795.069 0.998915 0.542272 1374.2 92.9047 9.2613
736.123 -0.0208522 1.51444 679.458 0.844103 -1.82929 1601.53 0.328847 0.229677 0.65119 0.733851 175.297 -0.473354 1.35593 1438.11 92.9047 9.24746
611.14 0.491255 2.70362 436.089 -1.46321 -1.61369 1464.82 0.497671 0.52577 0.465387 0.765541 501.897 0.207023 1.82071 1152.83 92.9047 9.0305
631.549 0.309385 -0.320659 619.312 0.222471 1.63267 1040.87 0.539035 0.521347 0.645287 0.65972 560.296 -2.58705 2.06346 1398.5 92.9047 9.03612
