pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight cross_section
871.773 -0.979219 -0.0131261 602.552 -0.555516 1.75646 1243.02 0.304067 0.633531 0.761524 0.696519 578.712 -2.50942 2.01731 1848.61 92.9047 6.19365
484.342 -0.819959 -1.81041 479.124 -0.970892 0.41972 928.121 0.716461 0.885754 0.791333 0.708935 144.528 0.85187 0.43215 1858.54 92.9047 7.43237
905.413 -1.09685 0.937789 766.397 -0.704027 3.06776 1541.71 0.638318 0.443582 0.797799 0.737607 123.612 -1.3006 1.91482 2347.37 92.9047 8.44588
603.905 0.702361 -0.579792 570.503 -0.237628 1.24739 1126.61 0.595095 0.793036 0.755221 0.72153 16.3896 -1.78903 1.20924 1930.11 92.9047 7.83533
946.422 0.752546 -0.675053 753.174 -0.180051 2.41132 1922.76 0.488677 0.798706 0.762955 0.785377 171.52 1.46771 0.943611 2251 92.9047 8.25819
981.494 0.8655 2.77948 708.589 1.06508 -1.27983 1547.99 0.743294 0.507727 0.712093 0.726763 106.466 0.66352 1.94335 2282.66 92.9047 9.67757
493.539 0.515427 2.30574 449.643 -2.5401 0.170361 2263.18 0.74472 0.689151 0.853476 0.756481 167.077 -2.41208 1.56536 1555.77 92.9047 10.4281
641.279 -0.218493 -2.03591 573.373 -1.11204 1.49134 1371.79 0.686873 0.66452 0.668279 0.795189 217.291 0.760502 0.73084 1308.78 92.9047 11.2612
570.109 0.808569 1.30064 378.305 1.15058 -0.914158 892.206 0.771735 0.667386 0.819685 0.791602 319.412 -2.44749 1.53333 981.024 92.9047 10.5944
612.386 0.284072 -2.92338 551.757 -0.263063 -0.939035 1071.68 0.763043 0.668185 0.754593 0.880046 20.0966 -3.06334 0.139959 1999.19 92.9047 9.56372
508.402 2.36691 -1.73682 314.527 -0.160391 1.17662 1552.64 0.641545 0.72085 0.668396 0.758764 115.076 1.24024 0.0636235 1179.61 92.9047 9.74525
814.986 -0.825462 1.92897 544.993 -0.716829 -0.499324 1320.07 0.387191 0.687201 0.802639 0.838285 66.4491 0.96103 0.967938 2153.23 92.9047 9.63036
889.003 -0.673944 1.26389 589.502 0.00339608 -1.17206 1539.72 0.789263 0.466327 0.742086 0.669305 121.11 -2.11922 0.94716 2122.09 92.9047 9.95407
915.451 -0.0210084 2.46984 839.276 -2.13118 -0.604963 2848.73 0.721098 0.686492 0.835916 0.828559 62.2983 1.52169 0.948148 2210.06 92.9047 9.48007
535.092 -0.653854 2.5097 452.049 -0.101969 -1.04079 1030.53 0.783767 0.761847 0.706634 0.757089 47.671 2.12354 0.386165 1667.98 92.9047 9.61083
616.425 -1.15306 1.81277 522.969 -0.285098 0.361122 942.203 0.745219 0.823424 0.727872 0.815254 312.875 -1.73896 2.10008 1620.99 92.9047 9.46251
545.124 0.637056 -2.02413 456.177 0.195693 0.194206 961.649 0.65972 0.558888 0.732604 0.571876 248.47 2.77748 1.48158 1404.9 92.9047 8.90337
502.944 -0.416534 -2.39231 483.843 -1.11015 0.988625 1108.47 0.885628 0.296169 0.724414 0.804547 26.6212 2.77545 1.11542 1291.35 92.9047 9.14416
565.442 1.45863 -1.15629 474.219 0.950402 2.86142 1024.03 0.486114 0.679834 0.810832 0.758564 78.7395 0.266456 1.42275 1390.35 92.9047 8.81577
650.761 -1.134 2.95918 563.897 0.178667 -2.18566 1112.5 0.805187 0.782166 0.78185 0.746627 733.375 0.375533 2.56119 1834.21 92.9047 8.95866
606.352 -0.318407 2.60456 582.531 0.112979 0.656887 1057.86 0.72508 0.703178 0.737007 0.747531 75.872 -1.58892 2.08971 1690.95 92.9047 9.45346
666.477 -0.64598 -0.913154 577.038 -1.20963 1.15577 1161.61 0.693824 0.74782 0.75196 0.743308 60.7472 2.25758 1.10181 1945.18 92.9047 9.48007
720.994 0.279962 -0.199501 568.669 0.230245 2.43425 1328.28 0.298246 0.663066 0.71812 0.74622 54.0985 1.25767 1.17659 2107.89 92.9047 9.76286
872.84 -0.0630253 -0.876373 820.985 -0.020387 2.73591 1763.32 0.293998 0.328143 0.703456 0.817004 39.1188 -1.17447 0.298094 2158.77 92.9047 9.64105
593.092 -1.99354 1.61564 378.247 -1.44254 -1.03735 1012.68 0.781034 0.673401 0.744807 0.83776 168.03 -1.37948 0.342122 1317.02 92.9047 9.90207
710.177 -1.10386 -1.25132 669.935 -1.29337 1.17774 1417.69 0.595487 0.520501 0.779405 0.887852 148.442 2.04804 0.870302 2429.64 92.9047 10.2353
1077.53 -1.18043 -0.320774 683.553 -0.756437 2.94533 1890.97 0.425729 0.669665 0.671422 0.706748 38.9106 2.14858 0.796749 2330.47 92.9047 10.2395
727.582 0.965326 -2.66366 537.195 0.220402 -0.421434 1257.96 0.558155 0.729484 0.789959 0.782039 72.1875 0.197394 0.618828 2049.23 92.9047 9.79142
521.928 -0.189203 -0.514829 418.178 0.447918 3.08497 988.972 0.450519 0.579417 0.615233 0.590289 316.408 0.835938 1.35077 1468.93 92.9047 9.89783
1143.23 -1.76968 1.1436 614.453 -0.650677 -2.5062 1950.08 0.647605 0.793172 0.800913 0.90296 534.052 -2.08074 0.425454 1994.33 92.9047 9.76801
675.771 0.215329 -3.02139 659.555 -0.611094 0.498125 1458.05 0.772393 0.74396 0.797797 0.770311 193.146 1.40119 0.903064 1868.16 92.9047 9.25192
859.406 1.35789 0.513089 432.4 1.717 3.05681 1233.33 0.500626 0.752364 0.860134 0.884595 503.396 -2.15741 1.06896 1337.03 92.9047 9.64998
1150.05 0.319715 1.25991 568.562 -0.876286 -1.67067 1988.67 0.37698 0.716234 0.744055 0.854971 512.575 -1.44604 0.224631 1984.67 92.9047 9.79928
586.045 -0.71709 0.921177 386.894 -0.998151 -1.81713 1008.57 0.469358 0.764877 0.8574 0.682608 257.707 -1.98895 0.171822 1570.03 92.9047 9.55403
583.3 0.11207 -0.484486 576.954 -0.560477 1.78135 1147.82 0.689263 0.565444 0.77075 0.640635 62.3216 1.74264 0.0387082 1648.31 92.9047 9.40202
695.37 -0.690202 -0.262644 624.493 -1.16332 1.4477 1097.19 0.70275 0.75816 0.778759 0.746116 65.5397 1.60255 0.154848 2283.87 92.9047 9.51242
482.949 0.504139 -0.222816 477.984 0.0105658 -2.03506 825.286 0.780164 0.783407 0.894655 0.884362 210.895 -0.419878 0.197062 1784.99 92.9047 9.6425
729.884 1.3183 2.94923 606.604 0.522744 -0.435035 1485.86 0.815995 0.408695 0.771151 0.692899 104.261 0.43337 0.868406 1723 92.9047 9.818
511.861 0.525486 1.36861 457.464 -0.213883 -2.53787 994.941 0.49589 0.763795 0.683391 0.793445 93.8837 2.36539 0.99678 1480.48 92.9047 9.80894
934.831 0.00944427 -1.08042 400.326 -1.30507 1.56731 1488.58 0.705115 0.767339 0.674752 0.775608 176.717 2.18694 0.619629 1782.73 92.9047 9.78669
776.136 -1.72957 0.950117 475.516 -1.10067 2.76229 1074.09 0.703635 0.83805 0.735595 0.82153 659.623 -1.23183 2.18194 1679.78 92.9047 9.70847
581.422 0.853592 2.5241 456.294 -0.429872 -2.38694 996.601 0.478747 0.445729 0.761032 0.704888 516.573 -0.0713288 2.31561 1285.43 92.9047 9.81482
547.894 1.12554 -2.28203 418.498 -0.886035 0.682936 1534.98 0.723931 0.53569 0.816871 0.727513 127.192 1.57577 0.892837 1006.82 92.9047 9.86362
848.18 -0.263714 1.20232 549.009 -0.218021 -1.54737 1393.54 0.272534 0.666866 0.732573 0.823687 129.83 -2.82835 1.28098 1751.73 92.9047 10.0581
663.147 1.07717 2.37282 440.102 -0.322821 0.18938 1313.97 0.604724 0.653899 0.679132 0.680087 401.749 -1.21627 1.40565 1206.69 92.9047 10.1374
508.415 1.45706 -2.33285 474.056 0.763527 1.08359 1089.67 0.682721 0.600006 0.676079 0.806377 56.3039 -2.04157 0.291277 1551.04 92.9047 10.1556
686.059 0.284826 -1.19 488.481 -1.03701 1.91445 1449.01 0.810294 0.650354 0.47933 0.772158 57.3526 -0.553665 0.636331 1500.28 92.9047 10.3757
446.958 1.29953 0.576432 420.765 1.68117 -1.00893 687.81 0.773526 0.784623 0.739149 0.803306 358.066 2.31184 1.73541 1209.36 92.9047 10.4617
604.964 0.99645 -2.1671 533.131 -0.0254515 2.43306 1075.62 0.543018 0.612997 0.740647 0.691441 48.9984 1.97594 0.457121 1845.06 92.9047 10.4476
665.349 -0.197564 -3.02901 562.766 0.222307 0.481232 1274.09 0.536495 0.625593 0.772512 0.74793 115.662 1.22604 0.744807 2034.72 92.9047 10.643
1076.21 -0.615532 2.835 629.369 0.422133 -1.29264 1742.08 0.650141 0.833595 0.765367 0.783615 639.962 0.270984 1.56362 1889.64 92.9047 10.6146
869.882 0.621888 -0.464143 613.546 1.04218 2.33793 1549.5 0.595803 0.747962 0.576622 0.80385 45.5795 -1.8199 1.35576 1811.19 92.9047 10.6988
1193.91 -0.287624 -2.90718 1036.65 0.0266146 0.270338 2377.65 0.175472 0.646104 0.765226 0.845234 223.899 -0.260627 0.530965 2407.97 92.9047 10.8154
802.891 -0.749502 -0.427993 611.816 -1.82161 2.84294 1679.25 0.666199 0.205879 0.78877 0.585672 49.0656 -2.78729 0.652956 1854.11 92.9047 10.3782
708.835 0.524561 2.68383 364.083 2.10331 -0.725915 1372.22 0.748817 0.803654 0.8514 0.775447 129.868 -1.21023 0.484311 1479.66 92.9047 10.3337
647.662 0.462597 -0.660187 363.715 -0.00667403 1.3391 882.521 0.834109 0.677034 0.775014 0.734994 544.491 2.67782 1.33872 1497.78 92.9047 10.3654
1082.31 -0.927883 2.70074 768.37 -0.979034 0.210805 1823.93 0.626268 0.274085 0.794624 0.737211 88.069 -0.807539 1.01834 2527.87 92.9047 10.3969
850.876 -0.179602 -1.14842 560.802 0.600954 2.46924 1474.17 0.252252 0.520285 0.717987 0.601452 64.1827 2.54793 0.0786896 1803.28 92.9047 10.153
712.567 0.639302 0.394087 565.27 -2.26878 -2.66003 2884.74 0.823449 0.788132 0.80881 0.799263 72.1758 -1.48613 1.17389 1578.99 92.9047 10.2534
690.589 -0.781034 0.649536 595.297 0.340258 -1.65611 1431.82 0.727291 0.655507 0.816115 0.814808 279.49 -2.21808 0.561974 1801.26 92.9047 10.179
880.874 -0.787811 2.78104 857.498 -0.840537 0.110836 1740.28 0.708223 0.197737 0.799808 0.884486 104.748 -1.90878 1.59337 2251.7 92.9047 10.0597
490.831 -0.583142 -1.62362 400.731 0.172978 -3.12794 721.48 0.807444 0.556877 0.756701 0.657903 482.548 0.922375 2.23287 1077.07 92.9047 9.98354
1015.98 0.838414 -1.32481 1012.24 0.329729 1.25345 2062.74 0.633047 0.717863 0.812438 0.780279 286.318 -1.04199 0.282818 2826.63 92.9047 9.75856
624.074 1.75706 2.9409 577.768 -0.23499 -1.016 1843.85 0.473728 0.691687 0.889535 0.783953 46.173 2.37006 0.570843 1781.41 92.9047 9.79607
547.29 -0.491209 1.68975 365.12 1.80853 1.70076 1315.66 0.284045 0.71639 0.563986 0.770339 780.184 -1.47916 3.10327 1028.26 92.9047 9.86668
624.16 -0.897592 -2.27819 419.493 -0.776746 1.85575 955.69 0.750653 0.570715 0.762385 0.495943 19.62 -1.72428 0.55391 1575.25 92.9047 10.029
699.461 1.26151 1.75049 471.433 0.717292 -1.24654 1258.7 0.296344 0.783141 0.591466 0.787772 237.47 -1.95582 0.709281 1353.79 92.9047 10.0479
678.087 -0.469531 -1.126 273.386 0.462699 2.33391 1012.67 0.705239 0.61404 0.713369 0.675144 501.37 1.72229 0.611625 1058.98 92.9047 10.0355
609.973 0.914927 1.17404 259.952 1.19658 -2.62671 827.602 0.303331 0.620381 0.785538 0.718859 447.683 -1.67607 0.95064 887.795 92.9047 10.0376
587.598 -1.43899 -1.12898 493.733 0.955048 1.48261 1939.62 0.740843 0.725223 0.728006 0.805736 144.459 0.405494 1.07712 1550.96 92.9047 9.89731
621.74 0.214174 -2.50995 494.114 -0.177088 0.813928 1203.39 0.513121 0.474372 0.749796 0.883054 237.243 2.98119 0.792045 1564.05 92.9047 9.77199
875.973 -0.364583 -1.50402 440.992 -2.60336 2.44587 2083.38 0.416077 0.822445 0.75125 0.774324 40.8521 1.39436 1.05151 1940.89 92.9047 9.58755
1008.9 -0.924319 2.03547 860.852 0.299243 -0.337071 2163.88 0.817983 0.705486 0.81485 0.698967 50.9368 1.78116 0.254318 2822.62 92.9047 9.65676
837.857 0.337694 -0.328448 816.089 0.14266 2.1846 1607.46 0.797216 0.706701 0.807447 0.770661 18.4331 1.03143 1.15317 2192.57 92.9047 9.74108
723.389 2.01374 -2.84181 539.195 -0.230757 1.18067 2113.87 0.468364 0.721493 0.874999 0.825973 25.8823 -0.0222901 1.20296 1781.61 92.9047 9.8416
720.749 -0.563959 -1.79118 560.403 -0.628344 0.257376 1137.03 0.709769 0.745551 0.7559 0.827946 92.9084 1.93131 1.67393 2024.92 92.9047 9.71887
795.333 1.18869 -2.83471 758.479 -0.514901 -0.533385 2080.03 0.808465 0.708405 0.823004 0.628388 32.8416 1.58489 1.86359 2314.96 92.9047 9.86317
680.894 -0.857901 -1.7569 415.869 -1.57738 1.03406 1160.39 0.690372 0.745376 0.695304 0.73857 42.1279 1.50171 0.467651 1280.01 92.9047 9.86488
440.212 -1.99182 -2.39343 426.23 -0.917987 -0.281207 1022.66 0.578363 0.506966 0.647598 0.907697 304.798 1.9738 1.91595 1040.81 92.9047 9.88083
848.259 -0.0139734 -0.704652 304.775 0.969242 2.0353 1167.08 0.536244 0.662542 0.69481 0.854937 338.764 2.29034 0.255044 1531.26 92.9047 9.92306
654.778 -0.793744 1.45055 644.205 -0.282156 -2.30674 1308.13 0.510034 0.745597 0.738612 0.728215 103.944 1.56507 0.114525 1938.17 92.9047 9.69752
648.742 -0.417299 -0.933919 593.01 -0.791743 1.82604 1281.92 0.752221 0.664308 0.782233 0.812632 329.115 2.83602 1.00998 1742.78 92.9047 9.74816
1540.53 -0.682241 -1.20023 1394.84 -0.586247 1.50579 3022.24 0.598058 0.268754 0.852206 0.692461 79.7308 2.30066 0.794868 3641.84 -92.9047 9.67633
833.717 -0.183732 -0.0799922 695.068 -0.785085 2.88822 1642.95 0.611484 0.551327 0.83078 0.77278 144.253 3.13172 0.243495 2334.96 92.9047 9.44502
692.626 0.443558 2.11415 559.705 -0.444779 -1.19431 1380.56 0.491468 0.423346 0.227571 0.700889 29.2716 -0.583162 0.611148 1820.98 92.9047 9.49641
776.689 0.887295 -2.00168 485.334 1.59324 0.53483 1293.63 0.542979 0.699864 0.784233 0.808235 46.6819 -2.31873 0.317049 1698.03 92.9047 9.50679
384.913 0.829985 0.706364 380.468 2.58095 -2.37938 1120.08 0.82678 0.794943 0.815108 0.76724 16.4788 -2.25311 0.126272 808.598 92.9047 9.49969
711.635 0.349264 -1.91643 711.543 0.6674 0.580598 1433.82 0.847051 0.311014 0.692483 0.754069 43.3072 0.788657 0.208059 1865.37 92.9047 9.45637
710.927 0.924627 -1.52268 699.737 0.223658 2.43579 1438.54 0.730429 0.503515 0.813156 0.75998 103.335 0.861013 1.57478 1797.3 92.9047 9.51036
970.901 -0.507748 1.83744 813.869 -0.223528 -1.17703 1864.12 0.5612 0.723945 0.676411 0.786984 85.1405 -0.621448 0.555586 2116.25 92.9047 9.50348
762.283 -1.64154 -2.31142 480.208 -1.15541 0.630437 1328.28 0.58251 0.345353 0.811321 0.668452 11.5773 1.17872 0.548284 1636.95 92.9047 9.44611
573.3 -1.13098 -0.312868 553.89 -0.613126 -2.60243 1148.61 0.458329 0.708934 0.853848 0.818474 152.948 -2.79909 0.196659 1981.37 92.9047 9.34325
