pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight cross_section
471.718 1.5393 -2.22125 291.052 0.153755 0.53403 919.799 0.724865 0.338031 0.591003 0.603167 81.2252 0.585369 0.0513392 958.092 92.9047 5.16137
756.047 0.443778 0.135704 603.933 -1.97532 2.83604 2457.02 0.718161 0.456255 0.657569 0.669882 404.45 -2.0763 1.37085 1539.29 92.9047 8.44588
708.858 -1.49303 -1.20582 504.1 -1.12326 -2.85452 930.486 0.587616 0.464021 0.550106 0.611157 530.323 1.39942 2.02925 1581.4 92.9047 7.74206
951.583 0.530243 2.04663 677.315 -1.17407 -1.09086 2226.62 0.410829 0.193754 0.379732 0.705789 76.5759 -0.0646025 1.02625 1948.6 92.9047 9.48007
561.921 -0.197016 1.28593 480.123 -1.45256 3.12349 1094.95 0.333962 0.561072 0.83524 0.815858 542.309 -0.539714 1.82564 1498.88 92.9047 10.074
478.917 -1.44775 0.278897 294.218 0.196595 -2.33337 1021.43 0.786637 0.401219 0.866822 0.663931 502.29 3.09453 0.855284 1006.28 92.9047 9.1083
1301 -0.369078 -1.13549 602.299 0.0144389 2.57471 1778.33 0.51703 0.308031 0.548755 0.737569 598.375 1.89555 0.679158 2421.41 92.9047 8.51035
510.305 -0.720036 0.389847 455.473 1.82793 -2.73504 1903.41 0.275469 0.586541 0.529499 0.415131 36.5928 1.13069 0.740841 1314.41 92.9047 8.65571
718.77 0.667567 -0.316153 317.298 -1.11674 2.18961 1336.34 0.63589 0.60281 0.717207 0.651245 565.985 2.66669 0.477083 1393.5 92.9047 9.03937
696.743 -0.0967664 1.60963 535.356 -1.19036 -2.66041 1273.29 0.405434 0.588336 0.59275 0.710046 531.13 -0.782775 1.87764 1348.61 92.9047 8.80613
