pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight cross_section
578.647 1.58829 -2.24436 338.961 0.830431 1.94359 948.989 0.773711 0.761526 0.852246 0.799402 261.815 0.178254 1.76534 991.758 92.9047 5.16137
868.291 -1.01277 -0.0713069 589.966 -0.543698 1.84825 1291.99 0.340639 0.783029 0.809197 0.719635 548.85 -2.50463 1.9303 1752.54 92.9047 6.19365
538.651 -0.68345 -1.80037 501.95 -0.936955 0.440261 1017.54 0.853769 0.838041 0.746917 0.78557 169.42 0.711722 0.271461 1705.81 92.9047 7.43237
619.777 -0.286506 1.27061 615.749 0.65645 -0.572739 1199.49 0.722562 0.522396 0.860253 0.76249 66.131 -2.53479 1.96206 1964.51 92.9047 7.83533
914.719 0.763276 -0.679926 739.307 -0.107138 2.29225 1846.9 0.432408 0.661891 0.862891 0.762095 186.621 1.20134 1.09091 2086.55 92.9047 8.25819
1057.03 0.803272 2.7419 787.956 0.931754 -1.33278 1694.19 0.736357 0.527466 0.724077 0.844818 127.132 0.726128 2.01577 2543 92.9047 9.67757
578.937 0.530976 2.44196 497.66 -0.474498 -0.653309 1285.37 0.795265 0.898649 0.805099 0.81598 142.602 -2.71072 1.1305 1638.58 92.9047 10.4281
703.841 -0.135958 -2.10743 604.935 -1.1453 1.50416 1517.58 0.704794 0.796592 0.792582 0.764124 184.701 0.942435 0.561727 1516.2 92.9047 11.2612
699.543 0.683372 1.31289 424.114 1.13611 -0.935834 1077.84 0.777076 0.763453 0.790548 0.842411 432.1 -2.28965 1.35381 1218.78 92.9047 10.5944
567.448 2.41192 -1.75068 371.611 2.06553 2.53274 873.086 0.701861 0.808515 0.846735 0.78422 97.3857 0.874787 1.65795 1283.71 92.9047 9.74525
860.175 -0.734955 1.87099 633.095 -0.743539 -0.472251 1465.75 0.588816 0.693774 0.699678 0.796578 16.9931 0.975646 0.89534 2277.34 92.9047 9.63036
898.545 -0.765637 1.34295 602.834 -0.102687 -1.10588 1598.53 0.914287 0.586346 0.84274 0.804225 113.825 -2.24554 1.13966 1932.2 92.9047 9.95407
939.774 -0.0936543 2.50136 845.313 -2.08526 -0.641441 2798.55 0.798472 0.660491 0.834546 0.847775 90.1245 1.06537 1.43599 2110.21 92.9047 9.48007
512.365 -0.613886 2.51637 489.321 -0.0414864 -1.04785 1055.9 0.785027 0.792636 0.739931 0.816257 39.8903 1.71283 0.803537 1579.82 92.9047 9.61083
731.714 -1.14364 1.74219 583.476 -0.178135 0.444699 1115.02 0.840962 0.69226 0.829143 0.847946 373.336 -1.63103 2.07573 1861.34 92.9047 9.46251
599.486 -0.378514 -2.39757 547.905 -1.14891 1.08354 1331.42 0.640166 0.360158 0.81465 0.85406 74.2472 -0.146291 1.22983 1243.01 92.9047 9.14416
647.369 1.46271 -1.12138 592.835 0.974869 2.87103 1270.75 0.827199 0.869612 0.825411 0.757805 35.0586 0.457033 1.57841 1537.14 92.9047 8.81577
720.898 -1.14968 3.02829 641.294 0.150062 -2.21773 1241.19 0.770079 0.821925 0.869706 0.826025 720.123 0.275742 2.49347 1753.63 92.9047 8.95866
689.344 -0.178401 1.22361 498.945 0.771152 -1.59381 1367.65 0.770386 0.781479 0.794111 0.888281 219.76 -2.55594 0.962135 1224.72 92.9047 9.15962
635.848 -0.360292 2.54584 578.641 0.185046 0.565282 1121.32 0.629001 0.777193 0.776118 0.765221 79.3848 -0.919328 1.48461 1225.9 92.9047 9.45346
704.038 -0.924449 -2.90228 318.579 -0.778122 1.8468 762.824 0.681967 0.764183 0.760908 0.770918 582.589 -0.234415 2.08121 1173.03 92.9047 9.71552
993.498 -0.0277374 -0.934552 601.98 -0.375984 2.66262 1610.71 0.611722 0.850205 0.798696 0.800337 90.0522 1.97995 0.682676 2178.97 92.9047 9.64105
690.871 0.539621 0.331483 687.414 1.0115 2.11823 1184.15 0.745128 0.746666 0.825508 0.808504 451.08 -1.37697 1.70846 1817.84 92.9047 9.98379
744.732 -0.943584 -1.21897 658.84 -1.18109 1.17434 1409.94 0.479366 0.417257 0.800619 0.810722 175.395 2.10922 0.934877 1717.79 92.9047 10.2353
1038.03 -1.23621 -0.356091 1019.31 -1.2973 2.77805 2328.43 0.511173 0.21216 0.706049 0.81234 108.438 3.01789 0.239841 2134.25 92.9047 10.2395
742.824 0.95241 -2.75664 611.158 0.204652 -0.384103 1398.45 0.797671 0.78331 0.851779 0.817264 201.85 -0.219413 0.164689 1935.75 92.9047 9.79142
561.181 -0.449161 3.07786 375.83 1.03407 -0.882727 1159.39 0.717474 0.691003 0.717125 0.832107 79.9186 3.01333 0.0645308 1343.78 92.9047 9.39036
800.5 -0.456967 0.401023 664.589 0.365493 -3.13736 1602.11 0.82927 0.832774 0.776795 0.799232 261.906 1.86229 1.28353 2120.26 92.9047 9.25192
814.762 -0.734969 0.816457 693.308 -0.122606 -2.42723 1686.56 0.248058 0.845989 0.68231 0.713073 32.8266 2.23003 1.41358 1758.36 92.9047 9.94737
703.7 -1.32939 2.16068 494.97 -1.48495 -1.44656 1208.74 0.716007 0.743777 0.753507 0.7853 233.515 -0.469009 0.977546 1333.43 92.9047 9.85629
625.74 0.63018 1.31302 616.815 1.53617 -1.07279 1370.29 0.798788 0.794836 0.886268 0.80389 259.396 2.7237 1.41068 1527.63 92.9047 9.59342
663.538 0.0149879 -0.462036 587.542 -0.678166 1.78433 1276.78 0.827159 0.700425 0.837149 0.761328 73.7309 0.787507 0.996822 1652.32 92.9047 9.40202
709.792 -0.625185 -0.292638 633.087 -1.14814 1.4844 1150.98 0.754023 0.732436 0.798059 0.80057 92.6739 1.77615 0.291747 2197.32 92.9047 9.51242
606.929 -0.907577 1.26389 532.87 -1.2149 -1.44744 1187.72 0.803522 0.79019 0.853223 0.806319 84.0513 -0.390258 1.05719 1710.5 92.9047 9.58915
697.154 0.84027 -0.454905 384.258 -2.2424 2.12737 2533.15 0.769243 0.83914 0.864233 0.819619 132.592 -2.67123 1.48458 1582.44 92.9047 9.56826
843.038 -0.624283 -1.32434 622.443 -0.263097 2.90114 1325.83 0.805593 0.635016 0.911629 0.727972 161.867 1.34383 1.55731 2026.61 92.9047 9.74001
780.907 1.35199 2.94786 671.872 0.614796 -0.395801 1628.94 0.79502 0.412528 0.778545 0.832807 102.598 0.9818 1.3776 1830.14 92.9047 9.818
