pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight
671.528 0.481696 0.0157838 578.353 -0.843048 -2.93151 1562.64 0.717383 0.661658 0.760868 0.871012 569.647 1.5128 0.37778 1787.73 92.9047
585.234 0.901385 -0.791701 555.624 -1.15377 0.695521 1639.08 0.37187 0.565244 0.712564 0.770591 629.201 3.1395 0.0244675 1294.17 92.9047
554.976 1.2056 -1.3092 350.036 -0.857706 0.670891 1361.27 0.792681 0.725369 0.813668 0.753818 431.108 2.51296 0.0408149 1400.93 92.9047
521.724 -0.00526872 1.35042 265.431 -2.47452 -2.62454 1399.67 0.667849 0.842169 0.790438 0.827956 413.406 -1.67197 0.252717 1020.66 92.9047
702.068 1.27939 1.53725 570.945 2.43295 -2.22459 1480.83 0.773013 0.824672 0.892644 0.805526 202.985 -0.206577 0.499826 1521.2 92.9047
738.526 0.614609 -0.238881 471.142 -0.111873 -2.77415 1223.52 0.654328 0.867089 0.646349 0.756406 269.436 2.68617 0.827781 1450.82 92.9047
774.229 0.584382 -1.5896 736.589 -0.0698037 1.25181 1593.03 0.540182 0.769614 0.720068 0.818904 200.822 2.95855 1.3843 1508.36 92.9047
685.172 -0.661245 1.8543 488.122 -0.263003 -1.23596 1227.33 0.712993 0.614317 0.879728 0.773007 460.134 -2.35892 0.317768 1628.67 92.9047
595.452 -0.848332 -0.544579 317.919 2.43722 0.750761 2256.22 0.293276 0.740989 0.832275 0.833452 683.17 2.88716 0.669922 904.55 92.9047
683.089 1.22043 -2.81044 535.492 -0.269201 1.86295 1341.51 0.849173 0.32424 0.821143 0.754553 702.431 -0.409879 0.0929915 1358.53 92.9047
658.319 0.375559 1.66532 610.514 1.43235 -1.47072 1481.92 0.55772 0.78297 0.842062 0.815726 107.596 -1.45022 0.0334173 1408.47 92.9047
853.389 1.35004 -0.981735 482.288 -0.376096 2.92857 1742.33 0.616468 0.493402 0.734726 0.765941 450.771 1.68927 0.426161 1423.61 92.9047
417.479 1.78728 0.932733 260.527 0.504249 -2.12017 816.419 0.566687 0.803195 0.640792 0.805076 86.297 -1.47781 0.640968 757.798 92.9047
449.974 1.69641 -2.22401 256.335 -1.52459 -1.82566 1659.68 0.823905 0.795889 0.857278 0.736983 530.286 0.82228 0.289829 1014.29 92.9047
606.128 0.424043 -0.379826 415.999 -1.14854 1.46863 1212.94 0.585382 0.778582 0.717966 0.809301 472.662 -2.27974 0.557038 1414.15 92.9047
566.567 -0.784574 -1.53058 354.722 0.110426 3.06613 833.055 0.719594 0.563248 0.753302 0.617079 549.388 1.01445 1.12818 922.932 92.9047
1128.03 -0.377406 0.881938 727.594 1.38086 -2.28568 2591.35 0.812271 0.51704 0.734795 0.852663 401.807 -2.20269 0.0892365 1989.5 92.9047
534.141 -0.209032 2.96026 332.205 -1.49294 -1.8001 843.834 0.654917 0.768556 0.775722 0.842288 525.521 0.207947 0.756316 977.644 92.9047
991.23 0.447955 2.99598 854.81 -0.434265 0.528447 1981.31 0.820144 0.502191 0.666345 0.655335 146.153 -2.39033 0.229244 2512.71 92.9047
481.715 -0.871672 2.67919 364.32 0.137655 -2.4336 678.847 0.576875 0.849029 0.669869 0.775677 507.817 0.241344 0.299783 1127.8 92.9047
905.342 1.19866 0.362595 445.231 0.461927 2.47037 1345.55 0.113947 0.827365 0.719707 0.687433 649.647 -2.3018 0.700024 1447.98 92.9047
