pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight
535.63 1.63216 -2.11283 441.155 0.245219 0.524811 1267.05 0.800128 0.750432 0.750416 0.873379 54.326 -1.6479 0.0660279 1535.52 92.9047
670.452 -1.0196 -0.077931 650.231 -0.599959 1.85829 1214.76 0.463029 0.743709 0.80179 0.79554 251.179 -2.20254 0.125665 1848.53 92.9047
746.043 -1.48438 -1.31472 667.488 -1.30085 1.26671 1432.59 0.670342 0.763029 0.813031 0.563402 266.965 1.16985 0.133961 1985.21 92.9047
809.826 -0.76438 -2.42621 730.316 0.588338 0.501664 1929.16 0.761761 0.563873 0.799591 0.61657 59.8323 2.31828 0.341433 2168.9 92.9047
482.423 0.671127 -0.785497 301.744 -1.88518 2.99849 1471.54 0.585436 0.776454 0.71283 0.80138 53.5755 -2.63224 0.288695 1221.33 92.9047
501.841 -1.2959 -2.56404 290.329 -1.45148 0.844092 845.591 0.647822 0.767527 0.777447 0.813643 236.153 0.860855 0.0376114 1785.47 92.9047
921.826 0.747235 1.83855 489.39 1.93295 -0.893109 1727.21 0.346297 0.870638 0.723323 0.795313 44.0044 2.85447 0.38375 2305.62 92.9047
434.467 0.989039 2.99204 428.05 0.441398 -0.182122 929.151 0.762265 0.652744 0.793774 0.764975 316.603 -0.292463 0.0323404 1187.66 92.9047
666.103 0.592526 1.21643 273.07 -1.89131 2.42924 1457.36 0.811566 0.624416 0.783997 0.820224 554.122 -1.4151 0.0416539 1186.72 92.9047
580.764 0.237854 -0.636449 551.943 1.84842 2.22716 1564.76 0.730766 0.495977 0.650767 0.854728 138.513 -2.47386 0.251124 1268.78 92.9047
822.581 0.51623 0.881362 490.984 -0.63277 -0.74716 1273.52 0.646748 0.723688 0.806104 0.808359 725.972 -2.8243 0.00919557 1646.34 92.9047
732.949 -1.41657 -2.42004 517.999 -0.239912 -0.743285 1273.77 0.832905 0.666686 0.832563 0.80812 160.136 0.850979 0.024307 2208.72 92.9047
508.927 1.78173 1.20434 398.366 -0.223149 -0.210752 1282.67 0.775924 0.434191 0.757991 0.692883 418.014 -2.39421 0.46137 1294.6 92.9047
462.064 0.85313 0.678417 432.996 1.06152 -2.56101 934.995 0.849089 0.681075 0.733377 0.826624 317.165 1.80435 0.733535 1433.97 92.9047
574.539 -0.232313 -0.424453 505.522 -0.381968 1.84006 1024.49 0.758546 0.692753 0.801526 0.785386 215.668 -1.01064 0.175187 1568.83 92.9047
467.664 -0.364122 -0.161631 355.185 1.48176 0.436541 923.421 0.581061 0.732188 0.697581 0.797864 413.124 -2.99504 0.023242 1120.74 92.9047
708.568 1.78628 2.83314 671.387 -0.256632 0.28953 2141.56 0.822711 0.675521 0.771043 0.624042 253.554 -1.15341 0.663751 1752.48 -92.9047
718.383 -0.245448 -1.90658 396.872 -1.44406 0.62168 1279.01 0.649337 0.714136 0.704965 0.748103 349.515 1.84548 0.0670669 1645.06 92.9047
693.767 -1.30152 -2.06621 471.276 0.540028 0.4501 1641.05 0.596656 0.698323 0.773818 0.77727 450.843 1.00954 0.245476 1652.22 92.9047
1050.17 -1.09628 -0.292416 502.098 -0.930906 -3.06509 1558.85 0.195995 0.503792 0.831018 0.768831 81.5184 2.82918 0.168771 1974.87 92.9047
746.34 1.31578 -2.40402 513.318 -0.32666 0.0943015 1701.03 0.245686 0.747042 0.805102 0.7674 339.483 1.24599 0.153906 1497.84 92.9047
1082.31 1.18538 -2.91873 632.277 0.0127476 0.83258 1927.85 0.645009 0.498882 0.666481 0.79086 358.078 -0.026594 0.685554 2063.45 92.9047
530.469 -1.20105 -2.88321 407.485 1.52382 -0.302991 1936 0.731658 0.85893 0.834375 0.798239 141.425 1.25484 0.17959 1199.58 92.9047
687.592 -0.36393 0.965473 667.061 -0.417303 -2.20791 1391.84 0.711776 0.790319 0.860877 0.680213 175.513 -2.03963 0.155604 2072.59 92.9047
1035.21 -0.542299 1.98729 389.473 1.10062 -1.0097 1751.05 0.423747 0.782202 0.803036 0.725687 624.463 -1.15272 0.167044 1452.51 92.9047
878.991 1.72328 -0.225715 809.63 -0.0264453 1.79992 2258.66 0.252944 0.560082 0.796997 0.82032 546.47 -2.51403 0.296198 1941.66 92.9047
901.3 1.34369 0.43279 595.821 -0.452473 -2.10507 2105.25 0.433497 0.483436 0.821428 0.777169 120.153 2.64708 0.279111 2155.55 92.9047
1085.28 0.49909 -1.72987 693.913 -0.297557 1.9035 1855.98 0.494727 0.720411 0.778099 0.765196 110.18 1.44065 0.0113626 2230.85 92.9047
689.855 -1.11989 1.12322 652.039 0.339763 -2.90162 1634.19 0.52352 0.828595 0.815844 0.743445 441.994 -1.70095 0.165838 1930.11 92.9047
1081.84 0.193176 -0.491764 1037.81 0.453717 2.8432 2292.47 0.425512 0.324421 0.769001 0.54087 29.846 2.32028 0.0778718 2516.02 92.9047
1172.4 -0.19559 0.938208 927.479 0.214097 -1.37074 2007.74 0.753607 0.750573 0.833606 0.800925 303.754 1.98876 0.0769863 3665.06 92.9047
674.347 0.00339304 2.64856 650.815 -0.9426 0.239823 1420.36 0.642073 0.380807 0.806653 0.80024 128.049 0.342917 0.0695699 1911.57 92.9047
584.553 1.08177 -0.00509421 456.903 2.75825 2.48482 1498.49 0.430657 0.669639 0.825319 0.800428 50.5463 -2.98047 0.0904002 1408.97 92.9047
761.85 -1.35927 1.45231 314.454 -1.74418 -1.85028 1124.88 0.109263 0.61928 0.796242 0.774616 283.48 -1.34233 0.406429 1282.19 92.9047
580.837 -0.117247 1.49947 490.966 -1.89607 0.825113 1166.58 0.70509 0.674869 0.744726 0.771835 585.301 -2.00442 0.067641 1403.9 92.9047
425.078 -1.09361 0.838474 337.092 1.43376 -2.20316 1470.43 0.633853 0.718902 0.76795 0.835323 8.82583 -2.09621 0.127546 994.161 92.9047
910.696 -0.994176 -1.85358 443.208 -1.13563 1.19181 1328.31 0.395072 0.781173 0.620906 0.785652 106.756 1.17798 0.012988 1686.34 92.9047
660.211 1.07246 2.48982 470.877 -0.268039 0.310353 1309.61 0.558146 0.790331 0.770497 0.650555 378.946 -2.31571 0.0846624 2131.81 92.9047
687.67 -1.63562 2.60545 663.833 -1.23731 -0.638076 1406.03 0.817678 0.798051 0.7186 0.869031 20.8859 0.665082 1.31225 1301.05 92.9047
836.536 -0.600438 2.11243 751.392 -1.51511 -1.40274 1760.39 0.712296 0.725226 0.859122 0.802365 99.5985 -1.33265 0.0792751 2161.5 -92.9047
736.667 1.38553 -1.63124 679.162 -0.433566 2.0611 2019.25 0.518358 0.762117 0.631625 0.728981 267.002 -0.340024 0.154625 1638.28 92.9047
