pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight
511.143 1.54203 -2.25711 326.269 0.163689 0.533253 1029.68 0.73767 0.799221 0.761631 0.843855 111.561 0.1946 0.33203 1045.9 92.9047
777.205 0.515039 0.0632657 694.506 -1.91661 2.81675 2717.32 0.727729 0.777389 0.825958 0.822594 392.77 -2.00398 0.933447 1617.31 92.9047
749.72 -1.47459 -1.18502 581.727 -1.09104 -2.86146 1081.75 0.70445 0.62092 0.707003 0.760689 529.577 1.30517 0.182654 1633.3 92.9047
940.187 0.646585 1.97782 742.792 -1.18373 -1.08342 2441.82 0.453361 0.622343 0.789015 0.844516 54.0247 0.296636 0.194926 2098.08 92.9047
761.123 -1.14653 -1.16092 290.953 0.401193 -1.80441 920.049 0.417635 0.698481 0.776456 0.780385 842.544 1.79848 0.0468762 1238.98 92.9047
585.361 -0.236048 1.22161 506.406 -1.5113 3.1322 1194.91 0.54871 0.808765 0.748809 0.707009 522.653 -0.603443 0.329483 1767.41 92.9047
502.367 -1.49226 0.285846 354.065 0.199588 -2.28923 1189.91 0.72641 0.636369 0.752621 0.769788 506.172 3.04254 0.194216 1129.64 92.9047
558.014 -0.444676 3.04649 480.575 -1.66734 1.89792 936.709 0.64161 0.435861 0.741138 0.89057 838.107 -0.61764 0.398693 1089.7 92.9047
1228.09 -0.410261 -1.1142 654.246 0.00393752 2.56542 1823.26 0.582874 0.392789 0.60638 0.841424 251.867 1.53111 0.158085 2450.96 92.9047
573.378 -0.788104 0.341376 487.546 1.84132 -2.80368 2181.53 0.413115 0.6797 0.81929 0.589082 40.7123 -0.0735829 0.342102 1369.11 92.9047
805.033 0.563306 -0.243715 341.935 -1.23766 2.25661 1496.47 0.697727 0.750384 0.822691 0.78078 550.93 2.72761 0.285148 1450.44 92.9047
866.18 -0.891491 -2.56643 588.932 -0.167568 -0.288652 1432.75 0.517527 0.6102 0.652879 0.648402 130.502 0.993291 0.380534 1967.65 92.9047
457.358 -0.200158 -0.727124 380.802 -0.375558 1.47032 779.742 0.723628 0.68381 0.851861 0.809864 327.434 3.09008 1.1015 795.591 92.9047
405.223 1.75892 -2.10557 280.467 -1.67698 -2.07628 1832.89 0.711213 0.578185 0.838065 0.838512 315.151 1.12063 0.0583373 1137.43 92.9047
850.08 -0.621083 -2.97748 260.93 1.17261 0.335657 1414.04 0.27249 0.83436 0.706721 0.792358 499.963 0.151304 0.0997809 1421.38 92.9047
805.524 0.303535 0.127452 522.519 -1.1469 2.72104 1657.07 0.758524 0.815068 0.76683 0.818457 292.162 -2.21717 0.0410154 1789.01 92.9047
840.181 -0.73736 0.164444 520.187 -1.5693 1.34165 968.556 0.56447 0.679145 0.797101 0.765537 930.708 -2.52538 0.406382 1503.99 92.9047
637.47 0.153427 0.552163 609.054 -0.245095 2.61117 1146.92 0.832318 0.502775 0.712717 0.787473 64.4176 -2.66894 0.664579 1758.91 92.9047
628.512 -0.279794 -1.93609 371.102 -2.13202 -0.713915 1248.53 0.752372 0.784898 0.742495 0.777177 705.791 1.56107 0.0880256 1337 92.9047
1056 -0.224671 1.63873 377.868 -0.662921 -3.11238 962.292 0.707035 0.791192 0.740564 0.688433 862.714 -1.18596 0.119806 1655.6 92.9047
590.349 -1.79184 1.17731 442.4 0.341635 -2.67392 1661.43 0.809384 0.865657 0.814789 0.772944 314.362 -1.07171 0.173655 1244.53 -92.9047
721.896 0.0312801 -1.45878 666.312 0.809309 0.612193 1369.03 0.295522 0.642837 0.804713 0.781879 186.201 2.32345 0.14342 1979.04 92.9047
688.772 -1.38016 -0.0447314 643.389 -0.796911 2.90079 1417.22 0.659489 0.658983 0.805986 0.725312 139.636 -2.47193 0.529108 1316.4 92.9047
689.677 0.813021 -1.85537 536.117 -0.797412 1.86221 1622.38 0.781901 0.793472 0.768242 0.72059 205.14 0.377222 0.644528 1384.22 92.9047
1008.19 -0.473143 2.18137 629.461 -0.574908 -1.30339 1608.75 0.787504 0.647926 0.843729 0.628256 649.662 0.145586 0.209288 2139.84 92.9047
728.139 1.31908 -2.24963 323.908 -0.327039 0.0503321 1347.54 0.72595 0.747897 0.825512 0.696199 451.276 1.06371 0.0218599 1565.64 92.9047
1069.59 0.564491 2.64299 676.785 1.37861 -0.795081 1871.64 0.652263 0.702654 0.813853 0.837212 381.607 -0.599098 0.152293 2367.6 -92.9047
621.734 -0.188671 -0.491408 477.019 0.328306 3.09911 1137.32 0.581039 0.709819 0.879117 0.798682 133.465 0.815423 0.206047 2026.5 92.9047
924.218 -1.48847 -2.79189 588.719 -1.41812 -0.651938 1339.95 0.752239 0.882607 0.769918 0.795982 53.5535 -2.30424 0.479894 2305.24 92.9047
596.9 -1.14368 -2.89704 447.994 1.44004 -0.325034 2024.24 0.794199 0.792846 0.823223 0.818292 217.551 2.52508 0.790199 1580.17 92.9047
693.513 -1.6671 -1.7822 312.112 1.2199 1.96059 2086.95 0.383728 0.779927 0.717896 0.773619 237.519 0.634085 0.288154 1231.12 92.9047
702.952 -0.567649 0.40337 690.684 0.246029 -3.01375 1529.57 0.73118 0.653619 0.724686 0.762112 144.597 1.5803 1.16555 1746.07 92.9047
404.051 -0.161479 -2.09382 352.166 2.42032 1.09499 1494.95 0.486804 0.744429 0.727674 0.698709 48.3002 -2.26806 0.178025 921.919 92.9047
552.213 0.121084 2.51372 332.808 -0.502843 0.992568 709.402 0.621287 0.816159 0.593376 0.805753 588.404 -1.0071 0.119723 1112.38 92.9047
887.242 0.153637 -1.04522 541.187 0.134001 1.86498 1434 0.340366 0.634924 0.531536 0.687408 398.086 2.28487 0.433174 1466.6 92.9047
676.98 1.08034 0.493822 464.774 -0.522481 2.68173 1455.43 0.191282 0.780059 0.845096 0.637299 141.728 -1.7505 0.268061 1456.28 92.9047
514.503 -0.875498 1.13147 377.448 -2.18417 -2.47453 1101.57 0.802755 0.682747 0.721865 0.8017 240.837 -2.30826 0.0617325 1187.16 92.9047
512.561 -1.14391 -2.11647 415.985 0.346852 -2.94423 897.597 0.843642 0.735364 0.723536 0.819061 733.634 0.70175 0.242759 1118.43 92.9047
935.467 -0.691176 0.765188 331.091 -0.509948 2.48749 879.716 0.808571 0.543766 0.803486 0.686912 999.757 -1.92678 0.290075 1464.15 92.9047
749.527 -1.22832 -0.0548479 397.257 -1.71586 -2.39517 1088.54 0.635574 0.830292 0.795944 0.819485 134.324 3.08739 0.167879 1631.44 92.9047
661.768 1.84782 1.42567 469.54 -0.0246228 3.08005 1531.46 0.805805 0.668656 0.810525 0.761047 507.497 -0.786292 0.558108 1453.26 92.9047
865.309 0.0185039 -0.118959 721.854 -0.363505 -2.76119 1590.77 0.438984 0.738095 0.756619 0.799375 93.4595 2.54554 0.10954 2265.76 92.9047
542.6 -0.97811 -0.769407 486.633 0.119401 -2.7433 1078.26 0.570326 0.645193 0.711976 0.742251 303.782 1.65563 0.559901 1193.29 92.9047
626.83 -0.289067 1.86903 319.402 0.604972 -1.55056 1036.6 0.546665 0.830876 0.696462 0.85059 586.086 -1.33334 0.183459 1565.07 92.9047
814.916 0.158272 2.45401 606.357 0.36423 -0.981079 1480.68 0.529428 0.566327 0.765362 0.842924 299.177 -0.0463254 0.0377267 1791.81 92.9047
620.278 -0.931965 -0.120399 515.298 -0.21584 -1.78547 964.476 0.741745 0.652122 0.728426 0.75087 412.813 2.77502 0.88464 1488.76 92.9047
698.813 -0.33175 -2.00126 340.43 1.25555 2.5408 1179.71 0.723762 0.754993 0.792014 0.648731 717.354 0.666782 0.00641662 1231.75 92.9047
446.126 -1.13353 0.939098 443.029 1.07851 -2.24931 1519 0.501298 0.677545 0.666617 0.799109 44.0017 -1.15334 1.07248 944.433 92.9047
590.82 2.1542 -2.17988 301.911 0.537338 2.87442 1031.34 0.632068 0.468852 0.812957 0.688118 414.874 0.331208 0.464405 1235.91 92.9047
352.405 0.536591 -0.87196 252.079 1.05314 1.89101 653.513 0.479332 0.739534 0.858643 0.754815 204.42 1.79829 0.0820504 745.245 92.9047
1064.25 1.12001 2.141 911.575 1.38878 -1.29367 2013.01 0.464766 0.602837 0.821623 0.435747 319.913 0.134312 1.2556 1941.89 92.9047
815.009 -0.428359 -2.94848 261.813 0.661863 0.102937 1086.94 0.629908 0.673617 0.833892 0.733995 506.579 0.679905 0.384632 1238.47 92.9047
422.839 -0.405712 0.413595 338.756 -0.789164 2.75514 735.764 0.537142 0.672752 0.824182 0.702049 175.473 -3.07425 0.24421 989.894 92.9047
860.451 -1.51094 2.81037 742.636 -1.71443 -0.0983716 1627.28 0.775903 0.787309 0.727016 0.855116 94.2476 -0.0405063 0.0391909 1784.08 92.9047
759.067 -0.170536 -2.5587 590.754 0.748293 0.241554 1500.99 0.739273 0.804723 0.815637 0.862138 106.613 1.6839 0.384752 2363.02 92.9047
666.275 1.33828 -2.77582 467.524 0.631196 1.07893 1155.82 0.776021 0.791036 0.799278 0.766246 385.613 0.32418 0.743504 1583.8 92.9047
566.564 -0.911264 1.77415 380.424 -1.96399 -1.45401 1090.42 0.759908 0.73139 0.747075 0.783854 245.077 -2.31327 0.221527 1171.21 92.9047
740.962 0.484564 2.76027 449.698 2.00379 -0.774672 1516.03 0.667602 0.797211 0.74605 0.808931 361.657 -0.127296 0.105022 1212.65 92.9047
523.459 -0.896341 -0.633635 371.544 -0.48454 2.09813 966.021 0.741618 0.813551 0.669266 0.585721 313.726 -2.98855 0.227844 1355.92 92.9047
1040.36 -0.889721 2.73526 620.953 -0.125029 -1.33076 1633.51 0.54125 0.568028 0.759809 0.771901 526.227 0.440557 0.00824305 2067.69 92.9047
838.647 -1.1842 2.48719 558.215 0.396752 0.15407 1766.59 0.794874 0.86529 0.779641 0.809798 367.384 -1.0357 0.0978505 1682.77 92.9047
970.141 -0.923429 1.34057 492.415 -1.68896 -2.70189 1399.17 0.796909 0.582842 0.662821 0.80732 847.134 -1.22792 0.112024 1702.23 92.9047
