pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight cross_section
1308.51 0.208899 0.133928 1051.76 0.187746 2.65839 2336.79 0.708939 0.756163 0.803608 0.51003 669.659 -2.19153 1.43326 3196.44 1.5571 0.111221
1913.86 -0.317076 1.36702 1551.8 0.196916 -2.22375 3517.08 0.779629 0.719307 0.842301 0.6854 327.193 -0.561889 1.66186 4177.12 1.5571 0.15571
788.528 -0.993666 -3.0326 580.256 1.04969 1.41461 1995.02 0.558069 0.291997 0.825503 0.802501 536.104 -0.533617 1.94822 1610.99 1.5571 0.194638
1374.21 -0.42087 -0.381289 1371.5 -0.428434 2.50348 2793.02 0.213419 0.593978 0.864645 0.705556 396.176 -2.55294 1.22676 2772.08 1.5571 0.249136
985.145 0.422165 1.445 604.482 -0.412479 -0.602005 1525.11 0.781927 0.646298 0.736001 0.791258 723.034 -2.38038 1.77838 1781.64 1.5571 0.278054
1330.48 0.108841 -0.357945 950.03 1.06248 -2.60495 2465.74 0.428753 0.688949 0.730454 0.785186 889.154 2.18591 1.49233 2730.23 1.5571 0.207613
1459.67 -1.15167 -2.78514 1066.24 0.618385 -0.740042 3325.39 0.596471 0.830423 0.734962 0.802896 527.462 0.839243 1.57929 3399.63 1.5571 0.227077
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 142.483 -0.427079 1e+06 209.81 1.5571 0.235034
346.604 -2.45569 -3.01455 -1 -1 -1 -1 0.775501 -1 0.813347 -1 275.652 0.320789 2.94785 647.976 1.5571 0.254798
931.431 -0.244049 -2.33601 398.563 1.60493 2.04674 1661.04 0.638187 0.644441 0.742759 0.828622 738.858 0.455993 1.59075 1508.5 1.5571 0.268466
424.671 -2.44177 3.00391 -1 -1 -1 -1 0.830057 -1 0.841686 -1 221.576 0.242053 2.76186 853.02 1.5571 0.23789
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 99.3926 0.448374 1e+06 208.864 1.5571 0.192631
1586.31 0.445078 2.90384 945.25 0.235915 -2.03731 1600.83 0.418483 0.830816 0.794729 0.698145 1801.24 0.107264 2.14458 3086.35 1.5571 0.196527
1758.43 -0.175031 0.136989 1083.32 -0.116877 2.59578 2729.1 0.0828248 0.622331 0.665944 0.602686 1158.2 -2.39884 1.28856 3002.59 1.5571 0.201846
1485.76 0.233982 -1.50583 1428.94 0.260916 2.28223 2873.9 0.679068 0.272666 0.805599 0.733751 628.981 1.05845 1.22379 3452.65 1.5571 0.201349
810.115 -0.47038 1.01728 313.161 -1.1162 -2.15254 1099.14 0.468452 0.62349 0.352357 0.741691 375.153 2.75515 1.37549 1344.64 1.5571 0.20421
732.873 -1.43835 0.0910246 669.921 -0.159792 -1.35125 1389.72 0.77211 0.678622 0.814174 0.649148 356.504 2.1934 2.10238 2082.7 -1.5571 0.158888
1152.78 -0.663002 -1.16408 435.95 -1.10035 2.83266 1390.06 0.819339 0.685531 0.819169 0.736591 968.049 1.60299 1.22967 1930.81 -1.5571 0.147293
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 12.6809 -2.00732 1e+06 959.253 1.5571 0.154679
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 11.3362 -1.11896 1e+06 166.056 1.5571 0.152844
2170.3 -0.0753354 -2.13033 687.628 0.668135 0.864934 2627.08 0.328168 0.68551 0.744287 0.720128 1629.4 0.950576 0.0856415 3134 1.5571 0.161407
422.307 0.303395 -0.837755 -1 -1 -1 -1 0.612424 -1 0.635587 -1 339.576 2.3746 3.07083 794.408 1.5571 0.167831
418.052 0.0916932 0.784066 -1 -1 -1 -1 0.773646 -1 0.831123 -1 376.431 -2.38599 3.11313 411.703 1.5571 0.172005
1810.92 -0.646815 0.602349 1746.9 -0.52149 2.98521 3444.43 0.230424 0.790317 0.789187 0.832988 59.304 -1.7909 1.50707 4948.5 1.5571 0.173978
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 13.0807 2.24896 1e+06 429.111 1.5571 0.176752
1328.89 -0.419868 -1.1558 1170.22 -0.0384312 0.781124 2187.33 0.180977 0.662458 0.85353 0.738793 1284.69 2.86969 2.08856 2543.15 1.5571 0.173011
1863.52 -1.07508 2.23816 945.799 -1.10982 -2.20013 2300.14 0.459296 0.656289 0.546389 0.50483 1579.04 -0.391011 1.80912 3224.28 1.5571 0.179067
1208.6 0.572859 2.3095 622.132 0.650779 -1.26546 1732.29 0.452401 0.723684 0.8354 0.852248 374.572 0.161108 1.42657 2251.21 1.5571 0.175448
1363.4 0.945442 1.24816 1183.66 -1.19881 -2.30458 4150.11 0.774881 0.544406 0.783178 0.429966 236.924 -2.00285 0.301722 2947.71 1.5571 0.181904
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.3865 -1.93258 1e+06 179.136 1.5571 0.173754
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 38.1719 0.0969707 1e+06 308.133 1.5571 0.177391
1368.46 0.0874141 -1.3593 444.568 1.20929 1.14077 1775.58 0.79075 0.595823 0.712556 0.691786 969.901 1.74586 0.605091 2239.4 1.5571 0.183188
1139.37 1.21012 2.72381 1078.45 -1.02906 -0.764722 3758.96 0.730301 0.341358 0.590976 0.805188 210.169 0.256724 1.02145 3423.59 1.5571 0.183561
764.765 0.183613 -0.162726 422.396 0.637534 -2.95423 1202 0.58755 0.748344 0.665924 0.728238 394.354 2.73333 0.59562 1188.9 1.5571 0.178294
375.701 1.02064 -3.12538 -1 -1 -1 -1 0.64239 -1 0.668277 -1 320.22 0.0147004 3.14008 450.129 1.5571 0.170566
952.164 -0.524548 -1.31729 599.173 -0.847736 2.03771 1585.22 0.861928 0.750485 0.783774 0.845811 238.068 1.13145 0.906266 2918.79 1.5571 0.171818
1049.63 0.738011 1.61481 649.227 0.367993 -2.72885 1414.69 0.761782 0.581151 0.769673 0.384363 922.001 -0.414113 2.02892 2199.64 1.5571 0.169585
1663.73 -0.805563 3.05059 1119.36 0.973889 -0.434971 3902.75 0.640074 0.86173 0.784305 0.768484 244.292 0.884147 1.31912 3514.09 -1.5571 0.153788
1624.56 0.590525 0.968232 -1 -1 -1 -1 0.478415 -1 0.33334 -1 1577.63 -2.18294 3.13202 1683.67 1.5571 0.152929
251.82 -1.92925 -1.27838 -1 -1 -1 -1 0.686582 -1 0.806629 -1 73.062 1.58365 2.86203 384.885 1.5571 0.155253
389.272 -1.3474 -1.96452 -1 -1 -1 -1 0.856807 -1 0.804668 -1 324.425 1.12587 3.09039 378.044 1.5571 0.15751
1720.84 -0.0068937 1.45683 973.289 0.207558 -2.36596 2541.79 0.390015 0.621234 0.820442 0.553146 85.7131 1.15737 0.299457 3831.5 1.5571 0.161079
929.39 0.698927 1.27433 304.336 0.918723 0.0623321 688.356 0.736198 0.541931 0.720401 0.71772 1007.53 -2.11106 2.17339 1331.3 1.5571 0.16138
1114.29 0.475713 -2.00048 636.773 1.61053 0.179439 1917.85 0.664611 0.520868 0.706698 0.866622 515.825 1.60384 1.4244 2492.34 1.5571 0.151329
381.118 -1.56187 -2.51547 325.981 -0.767478 0.535749 829.314 0.788368 0.748253 0.830755 0.803449 108.024 0.258625 0.277124 1363.96 1.5571 0.154129
2235.52 0.702838 -0.424452 2155.84 -0.239039 2.37908 4854.56 0.759469 0.748559 0.708873 0.810449 258.146 -2.75273 1.15138 5020.07 1.5571 0.153788
1037.24 0.802218 2.41812 996.053 -0.0515832 -0.0308738 2184.61 0.61682 0.798276 0.406258 0.680148 305.717 -2.08202 1.78304 2430.98 1.5571 0.15273
1448.02 -0.161487 1.01281 1278.42 0.882247 2.42205 2567.59 0.187189 0.748393 0.775447 0.789361 1543.76 -1.5699 2.29124 3496.65 -1.5571 0.146551
1080.33 1.16419 1.3222 631.805 -2.02957 -2.71107 4199.06 0.879334 0.553217 0.82275 0.776431 939.181 -1.04825 1.66282 1906.86 1.5571 0.149862
1054.08 0.194243 -2.56954 -1 -1 -1 -1 0.755476 -1 0.823737 -1 965.686 0.5849 3.12874 1453.32 1.5571 0.1528
2214.89 0.167473 -1.91231 2041.25 0.561718 0.853731 4333.62 0.798185 0.677144 0.772098 0.696434 832.133 2.4265 1.57277 4739.66 1.5571 0.151483
2165.96 0.410374 1.27891 -1 -1 -1 -1 0.15636 -1 0.790884 -1 2067.61 -1.87241 3.13187 2330.86 -1.5571 0.147293
1134.12 -0.473965 1.70631 658.515 -0.284217 -1.48467 1883.28 0.307152 0.674509 0.707983 0.825411 499.704 -1.45893 0.0257384 2364.21 1.5571 0.14399
1002.54 -0.614827 -2.26097 706.683 1.14665 2.44803 2143.77 0.293308 0.820239 0.794773 0.792843 717.147 0.234566 2.21347 2394.64 1.5571 0.145153
1617.23 1.13329 -0.582349 1343.68 -1.10344 -2.71599 4859.01 0.419368 0.517286 0.801541 0.824704 574.732 1.39882 1.98117 4287.59 -1.5571 0.140662
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 182.1 -2.85341 1e+06 167.924 1.5571 0.143032
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 50.2143 0.370893 1e+06 59.5681 1.5571 0.145071
1611.04 0.294644 -1.01611 1555.9 0.522945 1.3615 3174.54 0.541014 0.566057 0.619903 0.596598 466.827 3.03884 1.67734 4079.73 1.5571 0.1447
1447.53 -0.515074 0.253805 682.789 0.543246 2.64829 2301.08 0.177241 0.7841 0.791432 0.818263 637.679 -2.76014 0.87476 2921.32 1.5571 0.145784
2573.46 0.6285 -2.30001 1876.2 0.113552 0.683499 4708.78 0.778153 0.630174 0.769527 0.498926 532.967 1.30525 0.62175 4624.62 -1.5571 0.138543
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 31.5451 -2.07375 1e+06 133.039 1.5571 0.140199
934.462 -0.779001 1.96912 490.41 0.975708 3.07305 1633.49 0.435276 0.692067 0.554667 0.876806 1121.06 -0.814984 2.39515 1684.64 1.5571 0.142363
2153.32 0.000257459 -1.12196 568.26 -0.24539 1.78474 2462.87 0.136028 0.78942 0.695776 0.75165 1558.32 2.11713 0.332395 3436.25 1.5571 0.13974
1361.82 -1.02807 0.661587 833.776 0.374294 3.07871 2641.48 0.557904 0.459854 0.758975 0.613817 386.028 -2.03708 1.1674 2910.26 -1.5571 0.13614
1277.93 0.591174 1.51594 601.162 1.09231 -1.49119 1854.7 0.625624 0.807763 0.75451 0.847442 584.411 -2.01555 0.52436 2729.57 1.5571 0.13552
929.738 0.615323 2.41915 836.693 -0.428205 -1.35408 1969.54 0.537763 0.800511 0.804731 0.742799 216.325 -0.819811 0.534267 3081.52 -1.5571 0.132285
1171.94 1.25401 -2.3118 964.548 -0.36186 -0.248167 2735.84 0.571815 0.291744 0.854711 0.699854 899.399 2.18678 1.7846 2649.36 1.5571 0.133155
1915.54 1.06048 0.0446405 1522.6 0.332798 -2.78922 3670.27 0.80789 0.549398 0.899056 0.804601 789.386 2.67231 0.82166 3942.69 1.5571 0.135165
1134.34 -0.800188 1.69078 740.528 -0.402934 -1.50048 1882.63 0.854502 0.64623 0.772925 0.403183 275.828 -1.45321 0.0472746 1984.81 1.5571 0.137629
1318.99 -0.325992 -0.347841 903.753 -0.413588 3.02295 2268.18 0.596462 0.780179 0.567735 0.821998 730.188 1.15878 1.50662 3127.56 1.5571 0.139602
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 24.8593 -2.48485 1e+06 44.6532 1.5571 0.137544
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 68.3528 -2.77427 1e+06 48.9265 1.5571 0.136057
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 136.511 2.61498 1e+06 353.428 1.5571 0.137465
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 61.6793 -2.10522 1e+06 196.892 1.5571 0.139071
393.515 0.883162 -1.10191 -1 -1 -1 -1 0.75841 -1 0.798342 -1 343.952 2.10386 3.07742 709.276 1.5571 0.138463
690.454 2.12384 2.69024 551.538 0.446782 2.25392 1303.56 0.832894 0.787116 0.794295 0.802458 873.822 -0.654604 2.90852 1718.55 1.5571 0.139802
810.881 -0.455036 -2.71494 418.311 -1.24614 0.360514 1295.38 0.745578 0.543106 0.760343 0.749908 491.278 0.49781 0.137296 1241.3 1.5571 0.140903
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 71.0914 0.876045 1e+06 289.369 1.5571 0.140914
858.38 -0.981818 -2.0042 -1 -1 -1 -1 0.276664 -1 0.663612 -1 825.7 1.14198 3.13701 958.937 1.5571 0.141134
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 37.4361 2.93439 1e+06 48.238 1.5571 0.142811
1243.45 0.246775 -2.18682 980.731 0.459925 0.300118 2129.67 0.343508 0.751811 0.852185 0.748964 155.783 2.57606 1.52031 2979.92 1.5571 0.144049
322.851 0.829854 -1.759 -1 -1 -1 -1 0.688929 -1 0.663765 -1 331.479 1.97202 2.55216 713.634 1.5571 0.145694
2330.99 -0.426657 2.92383 1137.98 0.0651828 -1.10441 3194.92 0.710657 0.421531 0.796386 0.866451 1719.65 0.196326 1.30073 3827.15 -1.5571 0.142999
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 30.6542 -1.66042 1e+06 333.022 1.5571 0.143594
1077.07 -0.94396 -2.23888 894.142 0.447825 0.113566 2384.68 0.528689 0.739192 0.637609 0.715763 560.179 1.2615 1.14794 2457.75 1.5571 0.144795
1545.02 0.581061 2.46677 1443.36 0.246081 0.202577 2979.6 0.238707 0.350055 0.677229 0.621501 596.477 -1.74436 1.94693 3745.65 1.5571 0.142933
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 50.8545 -1.24115 1e+06 321.258 1.5571 0.143898
644.231 -0.986256 -1.69064 414.619 0.695862 -1.08597 1053.17 0.824976 0.697601 0.824752 0.641317 1046.42 1.79849 2.79406 1313.68 1.5571 0.143473
951.777 -0.766103 -1.54915 889.953 -0.021472 1.08792 1931.09 0.755642 0.840792 0.600172 0.774406 334.706 2.80964 1.72172 1876.21 1.5571 0.142116
767.325 0.0180007 -1.92123 -1 -1 -1 -1 0.786254 -1 0.784863 -1 654.1 1.39149 2.97047 895.268 1.5571 0.142294
1184.42 -0.268514 -0.771723 943.636 0.568929 1.58832 2201.54 0.558397 0.640122 0.656185 0.705408 829.777 -2.94416 1.75071 2491.78 1.5571 0.141736
1694.55 0.346352 2.56174 -1 -1 -1 -1 0.682131 -1 0.691539 -1 1298.46 -0.573437 3.13518 2290.74 1.5571 0.142999
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 77.7987 0.111014 1e+06 337.588 1.5571 0.141028
482.556 -1.29571 2.37854 479.126 -0.930252 -1.87655 867.447 0.843803 0.80753 0.87056 0.829967 155.428 0.621458 1.75708 1298.95 1.5571 0.142606
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 37.7086 2.06131 1e+06 141.752 1.5571 0.144354
927.972 -0.697712 -2.21003 323.966 -0.30851 0.653084 1189.13 0.809344 0.824872 0.8365 0.770695 742.448 1.03593 0.382844 2455.79 1.5571 0.145024
1884.72 -0.111068 -2.84592 1254.56 -0.822301 1.033 3133.55 0.263378 0.166976 0.81669 0.743324 1132.84 -0.447356 1.48036 3273.42 1.5571 0.14586
