pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight cross_section
446.688 1.62261 -2.18279 -1 -1 -1 -1 0.834248 -1 0.786791 -1 339.127 0.496762 2.67955 630.221 92.9047 5.16137
1263.24 -0.456638 -0.0507288 -1 -1 -1 -1 0.575951 -1 0.7122 -1 1235.5 2.91768 2.96841 1479.3 92.9047 4.76434
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 411.37 0.936161 1e+06 507.357 92.9047 6.7979
671.528 0.481696 0.0157838 578.353 -0.843048 -2.93151 1562.64 0.717383 0.661658 0.760868 0.871012 569.647 1.5128 1.49702 1787.73 92.9047 6.51963
585.234 0.901385 -0.791701 555.624 -1.15377 0.695521 1639.08 0.37187 0.565244 0.712564 0.770591 629.201 3.1395 2.35199 1294.17 92.9047 7.87328
446.979 -0.904448 -0.283512 -1 -1 -1 -1 0.758579 -1 0.71926 -1 426.701 2.97031 3.02936 854.533 92.9047 9.29047
554.976 1.2056 -1.3092 350.036 -0.857706 0.670891 1361.27 0.792681 0.725369 0.813668 0.753818 431.108 2.51296 1.84207 1400.93 92.9047 7.93089
521.724 -0.00526872 1.35042 265.431 -2.47452 -2.62454 1399.67 0.667849 0.842169 0.790438 0.827956 413.406 -1.67197 0.952573 1020.66 92.9047 8.95467
702.068 1.27939 1.53725 570.945 2.43295 -2.22459 1480.83 0.773013 0.824672 0.892644 0.805526 202.985 -0.206577 1.74382 1521.2 92.9047 9.50161
738.526 0.614609 -0.238881 471.142 -0.111873 -2.77415 1223.52 0.654328 0.867089 0.646349 0.756406 269.436 2.68617 0.822871 1450.82 92.9047 10.4387
401.394 -1.29006 -2.5347 -1 -1 -1 -1 0.773238 -1 0.598283 -1 409.837 0.925481 2.823 597.45 92.9047 7.984
707.811 -0.387128 0.782238 486.456 0.612363 2.2961 1025.48 0.682212 0.650519 0.859372 0.772058 876.16 -1.77482 2.21227 1184.25 92.9047 8.02055
774.229 0.584382 -1.5896 736.589 -0.0698037 1.25181 1593.03 0.540182 0.769614 0.720068 0.818904 200.822 2.95855 1.70674 1508.36 92.9047 8.56568
798.202 0.0153094 -2.414 -1 -1 -1 -1 0.304676 -1 0.702114 -1 769.984 0.723426 3.13743 1212.98 92.9047 7.97954
685.172 -0.661245 1.8543 488.122 -0.263003 -1.23596 1227.33 0.712993 0.614317 0.879728 0.773007 460.134 -2.35892 1.12296 1628.67 92.9047 8.29506
595.452 -0.848332 -0.544579 317.919 2.43722 0.750761 2256.22 0.293276 0.740989 0.832275 0.833452 683.17 2.88716 2.1364 904.55 92.9047 8.6423
1391.22 -0.740625 0.818817 1376.04 0.456884 -2.6726 3279.24 0.825298 0.69824 0.745581 0.766548 337.461 0.075533 0.743284 3691.66 92.9047 8.44588
683.089 1.22043 -2.81044 535.492 -0.269201 1.86295 1341.51 0.849173 0.32424 0.821143 0.754553 702.431 -0.409879 2.27283 1358.53 92.9047 8.8015
658.319 0.375559 1.66532 610.514 1.43235 -1.47072 1481.92 0.55772 0.78297 0.842062 0.815726 107.596 -1.45022 0.0204983 1408.47 92.9047 8.32636
853.389 1.35004 -0.981735 482.288 -0.376096 2.92857 1742.33 0.616468 0.493402 0.734726 0.765941 450.771 1.68927 1.2393 1423.61 92.9047 8.44588
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 160.984 2.24924 1e+06 782.087 92.9047 8.06198
417.479 1.78728 0.932733 260.527 0.504249 -2.12017 816.419 0.566687 0.803195 0.640792 0.805076 86.297 -1.47781 0.642359 757.798 92.9047 8.27491
449.974 1.69641 -2.22401 256.335 -1.52459 -1.82566 1659.68 0.823905 0.795889 0.857278 0.736983 530.286 0.82228 2.64794 1014.29 92.9047 8.54723
420.507 1.06405 2.87915 -1 -1 -1 -1 0.807125 -1 0.788211 -1 312.777 -0.801183 2.60285 828.478 92.9047 8.13764
606.128 0.424043 -0.379826 415.999 -1.14854 1.46863 1212.94 0.585382 0.778582 0.717966 0.809301 472.662 -2.27974 1.89992 1414.15 92.9047 8.12104
566.567 -0.784574 -1.53058 354.722 0.110426 3.06613 833.055 0.719594 0.563248 0.753302 0.617079 549.388 1.01445 2.05168 922.932 92.9047 8.32938
1128.03 -0.377406 0.881938 727.594 1.38086 -2.28568 2591.35 0.812271 0.51704 0.734795 0.852663 401.807 -2.20269 0.0829878 1989.5 92.9047 8.33364
891.645 -0.141588 1.71089 -1 -1 -1 -1 0.0842725 -1 0.733057 -1 766.974 -1.40271 3.11361 1136.75 92.9047 8.3376
534.141 -0.209032 2.96026 332.205 -1.49294 -1.8001 843.834 0.654917 0.768556 0.775722 0.842288 525.521 0.207947 2.00804 977.644 92.9047 8.41949
991.23 0.447955 2.99598 854.81 -0.434265 0.528447 1981.31 0.820144 0.502191 0.666345 0.655335 146.153 -2.39033 0.896882 2512.71 92.9047 8.27045
716.52 0.75166 2.57977 -1 -1 -1 -1 0.119742 -1 0.743113 -1 512.411 -0.496076 3.07585 1004.05 92.9047 8.2287
754.04 -0.900584 1.26912 -1 -1 -1 -1 0.590545 -1 0.760907 -1 622.23 -1.77217 3.04129 1066.86 92.9047 8.14507
342.105 -0.232655 -2.53546 -1 -1 -1 -1 0.679934 -1 0.733079 -1 407.591 0.521827 3.05729 593.416 92.9047 8.28609
