pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight cross_section
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 53.5267 1.72733 1e+06 296.903 0.0996691 0.00766685
390.048 -1.16471 0.0862932 -1 -1 -1 -1 0.7514 -1 0.867605 -1 271.788 -2.88268 2.96897 531.697 0.0996691 0.0142384
351.776 -0.841098 -1.58629 280.103 -3.33848 1.10504 1323.32 0.787509 0.729009 0.87274 0.83504 78.5757 1.3862 0.28116 637.763 0.0996691 0.0175887
353.55 0.984449 1.53751 342.046 -1.08953 -1.68618 1134.3 0.63753 0.702404 0.776373 0.757176 27.662 -0.510054 1.17612 674.363 0.0996691 0.0181217
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 60.1127 0.509107 1e+06 507.193 0.0996691 0.0155733
1818.13 -0.36123 -1.06443 1339.14 -0.441861 1.24666 2940.02 0.742935 0.779223 0.816908 0.819992 653.988 -3.12917 1.90736 3674.06 -0.0996691 0.00724866
1231.06 0.0916156 -1.93494 1215.17 0.542367 -0.49469 1838.1 0.722208 0.20127 0.813208 0.863334 873.519 1.98379 2.36445 3301.22 0.0996691 0.00844653
1723.44 -0.533904 -2.30636 1175.94 -0.465045 0.532829 2994.39 0.431683 0.740708 0.768283 0.653552 924.253 0.066308 0.466521 3832.25 0.0996691 0.00920022
305.08 0.498491 2.34978 -1 -1 -1 -1 0.766227 -1 0.792776 -1 216.398 -0.890491 3.04292 489.783 0.0996691 0.00969005
1832.97 0.288712 -0.608239 1221.85 -0.332705 3.06436 3086.59 0.792994 0.674651 0.666052 0.777477 601.498 1.40117 1.66319 3474.17 0.0996691 0.0109226
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 38.9381 0.360895 1e+06 149.759 0.0996691 0.0121219
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 33.9219 2.82912 1e+06 400.84 0.0996691 0.0131144
1900.12 -1.01274 -1.71179 1416.19 -0.934257 2.2358 3112.32 0.611879 0.681452 0.716883 0.820373 339.579 -1.29733 0.41446 5081.69 0.0996691 0.0124586
337.124 -0.864854 -1.73727 -1 -1 -1 -1 0.789051 -1 0.897328 -1 178.553 1.54029 3.00563 426.308 0.0996691 0.0130003
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 38.3722 0.107629 1e+06 243.904 0.0996691 0.0133577
259.443 2.98451 2.04242 -1 -1 -1 -1 0.82883 -1 0.77415 -1 110.653 -0.908101 2.95052 399.458 0.0996691 0.0140946
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 31.0226 -2.70791 1e+06 337.902 0.0996691 0.0141041
1959.4 0.215712 1.38262 1858.77 0.25614 -1.06555 3818.25 0.40893 0.173355 0.820482 0.860165 621.819 -1.18088 0.11533 5482.12 -0.0996691 0.0128015
