pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight cross_section
1301.23 0.129033 0.164846 963.574 0.170763 2.51518 2109.36 0.763541 0.869033 0.739353 0.754055 841.383 -2.20258 1.56543 2262.02 1.5571 0.111221
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 22.2247 3.0071 1e+06 87.0203 1.5571 0.107386
1358.7 0.465162 1.53126 1171.59 -0.894679 -1.24683 3170.39 0.541687 0.728697 0.608116 0.578014 695.068 -0.970767 0.276065 3851.21 1.5571 0.093426
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 88.1875 2.44291 1e+06 258.563 1.5571 0.117517
469.508 -0.905205 -2.21687 367.442 0.289142 0.557318 987.74 0.516425 0.710768 0.615794 0.725863 333.553 0.576699 0.0193818 1097.27 1.5571 0.141555
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1.67786 -0.956695 1e+06 227.473 1.5571 0.145978
824.199 -1.20625 0.0917261 300.297 0.0243554 0.0253926 692.537 0.814385 0.606428 0.759581 0.830573 864.279 2.8644 2.77268 1651.96 1.5571 0.157967
1583.35 -0.538409 1.95944 1051.57 0.595461 -1.09566 3160.72 0.198209 0.680221 0.859305 0.844966 192.048 1.92425 0.0351819 3765.93 1.5571 0.177954
1428.28 -1.44013 1.02182 1046.57 1.87975 -3.10079 6579.35 0.613505 0.759125 0.751823 0.834836 248.028 -0.510562 1.53239 3802.77 1.5571 0.161079
1058.69 -0.707604 1.59108 853.13 0.0472754 -2.46966 1956.65 0.579201 0.689789 0.816294 0.778514 11.9482 -2.55181 0.082154 3591.68 1.5571 0.173011
912.629 0.349833 2.01896 629.17 0.254094 -0.716569 1515.58 0.38846 0.375307 0.767178 0.815002 457.291 -1.74431 1.02774 1664.57 1.5571 0.161586
1256.99 0.224338 -2.84404 1002.75 -0.365374 0.514245 2408.98 0.423391 0.789948 0.708451 0.78968 43.563 -0.540963 1.05521 3882.6 1.5571 0.149482
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 31.0953 0.249133 1e+06 389.373 1.5571 0.144588
1406.49 -0.822746 -0.802969 714.311 -1.08653 -2.99329 1858.65 0.420199 0.629329 0.706859 0.825422 373.308 1.36849 1.9214 2885.6 1.5571 0.136246
1163.67 -0.275814 2.35631 874.819 -0.658008 -1.15486 2054.51 0.450703 0.821109 0.806091 0.759097 28.1952 -2.49844 1.34358 2721.21 1.5571 0.126938
1466.35 0.0144017 1.97278 799.123 -1.00307 3.0669 1633.93 0.727966 0.47771 0.70497 0.717536 1253.39 -1.04607 2.17021 3201.63 1.5571 0.131124
1311.54 -0.497896 -1.12803 1109.5 -0.107399 0.826498 2103.4 0.514101 0.718342 0.68534 0.7139 379.137 2.33703 1.51053 3498.3 1.5571 0.13369
1003.14 1.18917 -0.381704 409.123 -1.94434 -1.93118 3095.41 0.736418 0.567189 0.826958 0.790724 904.97 2.17281 2.1792 2244.68 -1.5571 0.125194
