pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight cross_section
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 20.938 2.89973 1e+06 0 0.0996691 0.00766685
356.098 0.366393 -3.01307 -1 -1 -1 -1 0.780575 -1 0.529332 -1 257.231 0.156268 3.11384 415.538 0.0996691 0.0104915
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 40.4711 -0.174366 1e+06 75.9411 0.0996691 0.0124586
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 102.322 2.25872 1e+06 144.358 0.0996691 0.0124586
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 29.9037 2.3995 1e+06 639.729 0.0996691 0.0151014
351.88 -2.26689 1.55703 335.454 -1.56786 -1.57454 774.589 0.844228 0.753331 0.862354 0.76714 74.1556 1.39621 0.160821 1132.19 0.0996691 0.0149504
1592.61 -0.151935 -0.187717 1158.56 -0.126744 1.84105 2513.06 0.758034 0.262803 0.813499 0.809724 1133.62 -2.69053 1.7516 3458.62 0.0996691 0.0170167
1991.18 -0.39698 -1.18822 1338.71 -0.495388 1.25029 3122.64 0.796632 0.801265 0.8041 0.796239 69.4408 -0.915309 0.272908 4930.91 -0.0996691 0.010873
1745.54 -0.259211 1.68402 1159.6 0.527592 -0.608281 2920.05 0.658563 0.272684 0.539043 0.625623 822.283 -1.89332 1.28504 3734.59 0.0996691 0.0118251
1517.71 0.353525 2.90182 1506.32 -0.711129 -1.78699 2815.06 0.691628 0.668245 0.81871 0.634888 367.916 0.68488 2.21694 4772.4 -0.0996691 0.00934398
3069.96 -0.394757 0.390827 2632.6 -0.449953 -2.32911 5692.08 0.356961 0.766341 0.647521 0.878567 180.613 2.41717 1.5369 6685.56 0.0996691 0.0107336
1515.78 0.220191 -0.975925 1353.71 0.287351 2.14676 2930.37 0.791114 0.332837 0.858419 0.804966 101.04 0.656865 1.48989 3365.34 0.0996691 0.0119008
268.517 -2.58406 -0.279759 -1 -1 -1 -1 0.835212 -1 0.85399 -1 199.382 2.70768 2.98744 586.916 0.0996691 0.0131915
715.687 -0.455225 -0.484834 394.912 1.12149 2.6082 1459.85 0.728413 0.574684 0.800904 0.781744 335.613 2.66987 0.061672 1192.7 0.0996691 0.0142384
397.111 1.41502 0.294012 361.633 -0.0245844 -2.92632 1012.74 0.831093 0.682652 0.874058 0.79822 24.9921 0.706931 0.412918 1005.63 0.0996691 0.0127484
