pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight cross_section
1281.1 0.248201 0.00753976 1043.46 0.270359 2.59274 2295.34 0.794654 0.799446 0.787163 0.798953 652.367 -2.27087 1.41958 2327.71 1.5571 0.111221
1939.99 -0.346394 1.27103 1554.07 0.17478 -2.25429 3563.49 0.560922 0.531716 0.827076 0.701234 360.764 -0.726596 1.52769 4018.56 1.5571 0.15571
909.137 -0.917748 -3.08281 628.82 1.16687 1.38166 2292.41 0.693905 0.496863 0.78658 0.852917 604.549 -0.497683 1.87934 1754.4 1.5571 0.194638
1466.56 -0.337897 -0.402587 1438.56 -0.450204 2.53812 3017.19 0.405022 0.435668 0.830066 0.862976 358.756 -2.51078 1.23428 2926.15 1.5571 0.249136
1062.34 0.381106 1.4566 670.26 -0.560244 -0.640318 1771.83 0.749198 0.664677 0.773196 0.773792 759.488 -2.28641 1.64609 1784.13 1.5571 0.278054
1365.69 0.151282 -0.378722 951.184 1.05256 -2.51563 2400.7 0.550601 0.839906 0.850003 0.903138 907.913 2.15312 1.61443 2425.24 1.5571 0.207613
1433.54 -1.20484 -2.86054 1105.69 0.576223 -0.857303 3365.17 0.437596 0.787688 0.79637 0.866676 506.482 0.72791 1.58521 3408.47 1.5571 0.227077
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 65.7445 -0.196719 1e+06 487.048 1.5571 0.235034
347.117 -2.49243 -2.98589 -1 -1 -1 -1 0.782753 -1 0.874151 -1 243.152 0.489197 2.8081 558.286 1.5571 0.254798
1007.88 -0.260269 -2.39708 449.815 1.68028 1.9865 1933.81 0.747978 0.806186 0.708318 0.855093 624.662 0.394254 1.59225 1574.02 1.5571 0.268466
491.986 -2.40312 2.98638 -1 -1 -1 -1 0.885773 -1 0.818368 -1 186.891 -0.0877647 3.07415 716.657 1.5571 0.23789
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 127.266 0.428185 1e+06 263.9 1.5571 0.192631
1587.48 0.471769 2.95429 895.831 0.394629 -2.07232 1450.04 0.610868 0.644534 0.815549 0.744516 1850.76 0.14283 2.21515 2827.78 1.5571 0.196527
1742.23 -0.202812 0.135616 1086.87 -0.175596 2.52536 2677.45 0.121736 0.814969 0.725705 0.822093 1111.24 -2.38163 1.37619 2853.53 1.5571 0.201846
