pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight cross_section
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 63.0736 -0.0870012 1e+06 305.647 0.0996691 0.00766685
372.168 -1.41009 -3.01885 -1 -1 -1 -1 0.527505 -1 0.735243 -1 203.244 0.0920961 3.11094 523.404 0.0996691 0.0142384
680.919 0.186663 -0.441514 -1 -1 -1 -1 0.756352 -1 0.792612 -1 633.701 2.72604 3.11564 637.563 0.0996691 0.0166115
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 73.0814 -1.24782 1e+06 199.023 0.0996691 0.0173338
1435.59 -0.0381032 -0.52913 1081.73 -0.522336 -3.09937 2521.36 0.248612 0.407108 0.788465 0.805985 1384.62 1.95438 1.22943 4431.06 0.0996691 0.0191671
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 46.252 1.3274 1e+06 209.783 0.0996691 0.0181217
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 31.6729 -3.01375 1e+06 429.262 0.0996691 0.0174421
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 33.2591 -2.64133 1e+06 254.332 0.0996691 0.0142384
490.955 -0.88717 -0.343853 442.283 -0.177911 2.82341 1031.82 0.592259 0.645436 0.619605 0.855489 45.875 -0.797224 0.453371 954.087 0.0996691 0.0142384
971.887 -1.22268 -2.32441 -1 -1 -1 -1 0.641828 -1 0.759514 -1 728.36 0.83879 3.11999 1247.28 0.0996691 0.012944
285.291 -2.04483 -0.400993 -1 -1 -1 -1 0.800391 -1 0.816554 -1 199.353 2.71442 3.11542 261.948 0.0996691 0.0140559
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 42.1345 1.08314 1e+06 464.233 0.0996691 0.0139073
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 242.508 -1.17761 1e+06 406.141 0.0996691 0.012957
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 48.2698 -2.2884 1e+06 50.4498 0.0996691 0.0130408
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 77.561 1.74363 1e+06 656.808 0.0996691 0.0135912
2034.53 -0.791903 1.57339 -1 -1 -1 -1 0.122736 -1 0.730104 -1 1830.27 -1.48506 3.05845 2324.86 0.0996691 0.0131794
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 28.1849 2.54741 1e+06 334.759 0.0996691 0.0130336
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 126.946 -0.0322607 1e+06 374.767 0.0996691 0.013695
