pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight cross_section
438.248 1.5799 -2.17208 -1 -1 -1 -1 0.460873 -1 0.733102 -1 359.178 0.529977 2.70206 629.563 92.9047 5.16137
1298.7 -0.42361 -0.100229 -1 -1 -1 -1 0.666025 -1 0.600865 -1 1283.85 2.95163 3.05186 1438.96 92.9047 4.76434
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 387.559 1.02055 1e+06 435.018 92.9047 6.7979
565.852 0.434908 0.00885377 506.025 -0.880649 -2.88514 1310.99 0.574465 0.63131 0.74167 0.691655 550.686 1.45573 1.44687 1527.25 92.9047 6.51963
511.388 -1.11815 0.793585 467.319 0.889231 -0.760669 1377.74 0.386112 0.190784 0.658333 0.59467 624.978 -3.0711 2.31043 1087.18 92.9047 7.87328
389.343 -0.928983 -0.253054 -1 -1 -1 -1 0.574564 -1 0.719963 -1 407.355 2.99847 3.03167 767.134 92.9047 9.29047
422.468 1.10893 -1.30076 -1 -1 -1 -1 0.418664 -1 0.32833 -1 395.121 2.40462 2.5778 637.715 92.9047 7.93089
495.571 0.0404107 1.37946 -1 -1 -1 -1 0.654287 -1 0.751771 -1 421.589 -1.63005 3.00951 802.291 92.9047 8.95467
701.916 1.18172 1.46456 566.582 2.33044 -2.23234 1442.76 0.427541 0.699886 0.676783 0.860471 208.237 0.0515223 1.41304 1539.45 92.9047 9.50161
760.139 0.594761 -0.267749 438.22 -0.167796 -2.76407 1187.5 0.389284 0.771639 0.496443 0.730125 329.83 2.51689 1.00223 1388.4 92.9047 10.4387
369.316 -1.21822 -2.52544 -1 -1 -1 -1 0.371768 -1 0.369406 -1 387.583 0.894845 2.8629 547.094 92.9047 7.984
689.998 -0.362444 0.815072 464.002 0.645894 2.35219 990.597 0.477678 0.245104 0.435571 0.713379 859.801 -1.7353 2.19569 1159.09 92.9047 8.02055
700.293 -0.0529937 1.30852 698.149 0.654863 -1.64143 1483.37 0.333669 0.585719 0.794557 0.385536 132.301 -3.05792 1.41649 1405.67 92.9047 8.56568
687.826 0.120102 -2.3075 -1 -1 -1 -1 0.279129 -1 0.522773 -1 656.895 0.882883 3.0928 783.296 92.9047 7.97954
622.165 -0.692428 1.82687 436.58 -0.191457 -1.17902 1080.62 0.55425 0.78032 0.576109 0.813576 410.729 -2.36235 1.18333 1373.22 92.9047 8.29506
638.866 -0.790374 -0.528178 265.175 2.46885 0.754598 2098.59 0.235398 0.600833 0.783137 0.810793 728.436 2.86352 2.10892 920.151 92.9047 8.6423
1340.14 -0.726735 0.825406 1241.63 0.484571 -2.65282 3040.01 0.229825 0.597419 0.625819 0.374768 248.15 -0.0099587 0.835365 3000.43 92.9047 8.44588
630.8 1.25252 -2.88158 501.916 -0.196828 1.87263 1188.02 0.283338 0.645545 0.760178 0.660458 691.248 -0.377631 2.25026 1257.92 92.9047 8.8015
587.394 0.367706 1.72449 562.388 1.40324 -1.50402 1316.07 0.559994 0.535432 0.72557 0.670883 53.2744 -0.71571 0.788308 1132.93 92.9047 8.32636
798.438 1.37681 -0.88515 442.726 -0.358388 2.91205 1628.37 0.29587 0.56665 0.643087 0.471619 427.854 1.86055 1.0515 1363.45 92.9047 8.44588
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 158.571 2.01736 1e+06 163.191 92.9047 8.06198
364.681 1.82508 0.946355 -1 -1 -1 -1 0.456421 -1 0.591515 -1 90.453 -1.17413 2.12048 695.962 92.9047 8.27491
