pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht weight cross_section
448.358 1.57567 -2.12065 285.388 0.155787 0.52402 889.043 0.742724 0.519702 0.70441 0.594602 68.4458 0.824379 0.300359 936.008 92.9047 5.16137
788.988 0.402215 0.143946 580.356 -2.00612 2.84587 2448.4 0.551575 0.425184 0.586732 0.697319 420.919 -2.10182 1.33549 1517.16 92.9047 8.44588
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 163.868 -1.9129 1e+06 180.034 92.9047 7.53281
687.563 -1.47957 -1.19043 514.375 -1.08809 -2.85682 936.125 0.760301 0.459543 0.686053 0.757747 478.95 1.39094 2.03542 1556.13 92.9047 7.74206
888.745 0.523075 1.95826 697.506 -1.17364 -1.12874 2179.63 0.484851 0.423333 0.525464 0.473684 41.5916 1.6302 0.328062 1938.9 92.9047 9.48007
757.392 0.268006 2.20483 -1 -1 -1 -1 0.234059 -1 0.599681 -1 888.16 -0.766342 2.97117 1040.89 92.9047 8.99078
760.697 -0.632231 2.44567 490.003 0.433903 -0.193175 1415.72 0.616243 0.568002 0.606251 0.677779 146.841 -0.140224 0.0529513 1808.67 92.9047 8.3376
712.689 -1.15686 -1.12495 -1 -1 -1 -1 0.310697 -1 0.74306 -1 880.221 1.85393 2.97888 1000.23 92.9047 9.17577
548.121 -0.189042 1.23805 437.587 -1.49678 3.14047 1064.74 0.598064 0.656173 0.648011 0.645154 480.115 -0.549725 1.78777 1475.46 92.9047 10.074
467.659 -1.46339 0.284134 301.088 0.203923 -2.35404 1027.97 0.708886 0.405023 0.769785 0.689224 487.376 3.07341 0.85573 1033.1 92.9047 9.1083
538.974 -0.441504 3.05992 448.435 -1.60814 1.9344 819.702 0.786587 0.353965 0.715779 0.814276 825.177 -0.600581 2.53498 991.955 92.9047 8.17561
1251.6 -0.373422 -1.11204 594.295 -0.0376987 2.5414 1738.92 0.584862 0.329067 0.627337 0.775209 261.835 1.63263 0.908778 2386.67 92.9047 8.51035
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 54.8173 -2.58316 1e+06 45.0346 92.9047 7.89386
490.549 -1.79445 2.21442 -1 -1 -1 -1 0.416417 -1 0.655429 -1 396.885 -0.929356 3.13941 538.839 92.9047 8.3376
443.717 -0.716048 0.603703 440.012 1.86168 -2.79669 1731.61 0.618311 0.58675 0.621358 0.442583 35.4068 0.359612 0.244092 1282.61 92.9047 8.65571
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 99.899 -1.2862 1e+06 278.608 92.9047 8.90105
651.489 1.12369 -1.26653 -1 -1 -1 -1 0.200453 -1 0.853571 -1 749.556 2.18083 2.83583 884.031 92.9047 9.07689
746.849 0.642233 -0.308014 307.002 -1.08796 2.18932 1309.6 0.275908 0.592256 0.56281 0.532782 560.282 2.6963 0.506983 1402.78 92.9047 9.03937
