pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht 
620.934 -0.248572 2.2382 593.308 0.217011 -2.45974 949.67 0.652016 0.539816 0.656383 0.746212 663.243 0.115229 2.12297 1596.15
723.709 -0.90746 -0.017721 513.247 -0.642081 1.7864 1024.43 0.152659 0.720663 0.722083 0.602226 319.383 -2.18617 2.16845 1721.64
716.092 -1.47066 -1.21448 441.077 -1.035 -2.67774 802.905 0.733866 0.72173 0.744072 0.691824 603.034 1.41754 2.18791 1431.45
760.857 -1.04715 0.948331 701.654 -0.653684 3.05686 1312.48 0.540449 0.577108 0.697883 0.755852 419.726 -1.15193 2.0744 1752.15
505.116 -0.639617 3.02809 434.443 1.03129 -0.628896 1324.71 0.70665 0.676661 0.701481 0.728172 161.634 3.05265 0.0245624 1367.98
540.416 0.783325 3.03333 396.601 0.975001 -1.08675 908.483 0.47289 0.509342 0.764698 0.810862 133.331 0.978172 2.05516 1467.96
706.175 0.6636 1.19239 389.194 -0.0562697 -2.26321 1170.16 0.87626 0.437935 0.796192 0.780593 481.822 -2.23842 0.0247858 1568.42
737.711 0.385006 2.09558 521.567 0.210624 -2.523 936.698 0.76386 0.657111 0.655796 0.785452 56.8114 -0.113497 2.20908 2397.89
646.961 -1.03406 -2.10963 366.99 0.358171 -0.560918 1010.07 0.489105 0.598279 0.36521 0.727703 568.399 1.7402 2.30112 1262.19
689.19 -0.13633 -2.84963 290.442 -1.75523 0.0211426 1316.46 0.308044 0.522733 0.80339 0.453514 264.619 0.489891 0.468749 1300.86
450.363 0.172094 1.78208 362.808 -0.996678 -2.89627 778.498 0.8343 0.87591 0.63042 0.77515 54.7933 -0.470189 2.25226 1401.63
496.805 -0.436996 3.13138 336.301 -1.5641 1.92053 702.77 0.569742 0.244455 0.463936 0.624517 289.164 -0.434695 2.35523 1239.65
557.884 0.0102542 1.11171 466.803 -0.943137 3.06624 1001.57 0.729605 0.738239 0.786286 0.745755 121.764 -0.937253 2.04896 1496.37
460.854 -0.111555 -1.12079 367.873 1.06449 0.835078 935.399 0.462806 0.738109 0.763057 0.718067 141.466 -3.07753 1.95675 1263.62
540.513 -0.119911 2.16153 391.117 -0.509792 -2.64458 691.917 0.21835 0.811847 0.87794 0.802131 333.386 -0.319049 2.32553 1302.69
536.579 -0.145025 2.94254 535.926 -0.589107 -1.43072 975.614 0.473449 0.178439 0.631703 0.78036 337.259 0.783217 2.15933 1528.72
428.498 0.426185 1.77512 336.327 -1.15573 2.50946 729.439 0.799646 0.687288 0.732791 0.528857 462.323 -1.07997 2.69376 1021.78
618.453 1.23431 -2.84529 512.566 -0.226347 1.79359 1226.88 0.543751 0.338015 0.744412 0.536076 543.031 -0.504596 2.29819 1359.88
390.174 0.974911 -2.86171 263.161 -0.825809 -1.83932 736.518 0.543544 0.801255 0.523486 0.83525 397.316 0.844567 2.57691 805.498
514.677 -0.142058 1.43308 365.169 -1.22254 -2.76337 925.245 0.648596 0.672707 0.841783 0.819188 306.479 -0.630815 2.06389 1018.46
774.551 -1.05108 1.85875 411.47 -0.0277504 0.311902 1082.55 0.61486 0.374518 0.656906 0.843658 520.638 -1.58142 1.89333 1627.27
525.342 -0.934706 -1.14358 314.304 1.25138 -1.69215 1111.33 0.799057 0.763393 0.835682 0.69953 493.093 2.00081 2.59022 1299.07
364.511 -0.133243 -0.944712 300.159 0.623344 -2.87194 615.803 0.804648 0.678743 0.782212 0.831319 238.199 1.18588 2.13059 838.806
427.29 -0.215001 -2.87607 385.948 -0.505421 -1.41621 614.142 0.422004 0.223686 0.898985 0.749642 476.544 0.843685 2.25989 960.311
760.434 -0.658108 0.943813 521.443 -0.182922 -2.59637 1338.1 0.795355 0.131448 0.718431 0.81691 329.652 -2.69829 0.101916 1664.88
439.176 -0.77205 2.15022 420.51 0.553437 2.37632 657.526 0.735842 0.698107 0.758976 0.784488 734.695 -1.23707 2.6698 1220.21
573.056 -1.28251 -2.37778 446.238 -0.184617 -0.760013 951.432 0.745575 0.57669 0.719352 0.510102 155.818 1.78541 2.11999 1539.98
