pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht 
710.523 -1.27818 -2.36106 537.457 -0.571105 1.83369 1166.8 0.216898 0.305104 0.619707 0.743207 213.258 -0.184246 2.01793 1810.12
350.849 -2.11099 -2.45111 324.352 0.568239 1.56074 1352.42 0.66558 0.516846 0.828055 0.700087 223.361 0.341737 1.21901 1198.86
722.964 0.825396 1.59017 467.634 0.146638 -2.52783 1119.92 0.594653 0.539723 0.748729 0.775093 384.749 -0.499898 2.02793 2118.03
422.678 1.2822 -3.04713 384.77 -0.580845 -1.45378 1051.08 0.631512 0.637268 0.595335 0.807191 289.369 1.13628 2.09978 1164.37
640.601 0.0415382 -2.67727 391.07 1.13227 -1.29497 869.965 0.547225 0.542808 0.745018 0.712269 536.284 1.13013 2.4251 1310.81
471.645 -0.0414346 1.51298 358.586 1.79446 0.330594 984.013 0.665835 0.753828 0.788092 0.790374 442.317 -1.84659 2.17719 1180.06
505.602 -1.23872 2.12176 385.679 0.413139 2.74205 868.635 0.21473 0.425712 0.87548 0.466801 623.036 -1.11536 2.42577 1383.76
498.964 -0.0408507 -1.66863 363.592 -0.628088 -3.10832 652.054 0.760479 0.677621 0.828762 0.772306 383.403 0.849299 2.32557 1226.27
439.891 0.946515 -1.58038 345.921 0.433737 1.47495 880.151 0.560712 0.745992 0.367744 0.853353 378.871 -1.625 0.0446203 1468.34
385.653 -0.717405 -1.01188 324.283 -1.94563 -1.80115 559.538 0.351005 0.569447 0.502189 0.77475 737.715 1.82498 2.65706 958.595
693.991 -0.444919 -1.94453 302.13 1.72857 0.448458 1580.56 0.118428 0.470523 0.816239 0.628699 501.772 1.61627 1.16781 999.762
712.767 -0.26407 0.806298 585.063 -0.22124 -1.73095 1282.68 0.565065 0.441066 0.610982 0.694926 275.679 -1.87069 0.139741 1734.78
452.835 -0.267839 -0.56398 274.601 -1.46915 1.11334 733.284 0.629884 0.290459 0.582053 0.765917 379.187 2.99996 1.88662 911.939
416.942 -0.0949019 1.95513 392.031 0.531143 -0.769215 899.656 0.202945 0.832554 0.524662 0.655851 315.31 2.26278 0.307648 1575.04
458.797 -0.108079 2.92445 389.452 -0.476614 -1.6685 660.09 0.36589 0.60908 0.833346 0.726709 314.224 0.43812 2.10662 1112.88
477.562 -0.215469 1.82431 436.413 1.24255 -2.81647 990.784 0.622099 0.585269 0.666212 0.710587 492.431 -0.529788 2.28669 1189.33
361.002 1.00198 -0.453007 302.448 -1.91284 -0.321689 1355.64 0.753665 0.739498 0.853583 0.925637 420.085 3.09004 2.74014 1199.94
428.413 -0.449914 0.31613 342.203 0.832985 -0.0591117 579.672 0.434032 0.534666 0.706183 0.933137 431.323 -2.86398 2.80486 1125.56
637.602 -0.138923 -2.84014 322.911 -2.00067 -1.34939 1167.14 0.663 0.785323 0.691295 0.828516 508.783 0.805512 2.15491 1169.58
543.038 -0.172173 1.20398 449.904 0.275751 3.08595 851.361 0.72816 0.715043 0.745621 0.72007 293.789 -1.11916 2.07808 1295.55
420.961 -0.450814 -2.5179 384.83 -1.1449 2.17745 659.77 0.421473 0.697414 0.620645 0.631395 293.67 -0.233548 2.28435 1057.87
547.671 -1.99433 -1.3733 486.14 -0.455158 3.08577 1233.74 0.399307 0.718039 0.742808 0.804405 262.266 0.891757 2.19401 1464.38
555.695 -1.32181 -1.23484 484.966 -1.02979 0.396236 811.433 0.394855 0.698541 0.636528 0.782714 408.21 3.03139 2.01696 1434.63
853.638 0.603413 2.75125 281.414 0.386307 -1.35644 1083.02 0.53281 0.579902 0.473023 0.705685 648.199 -0.094962 1.26147 1385.21
484.35 -1.2966 2.83594 368.352 -0.228243 -2.1918 752.699 0.71121 0.463915 0.694948 0.864772 723.029 0.21154 2.40334 945.432
323.245 0.888517 -1.60671 285.501 0.116506 -2.38199 397.421 0.470973 0.241587 0.824071 0.731693 440.332 1.29255 2.60864 762.931
1384.16 0.292523 -2.11329 573.981 -0.0682132 2.91591 1154.93 0.702324 0.346326 0.936381 0.791173 1668.01 0.735329 2.18058 2113.35
505.65 -0.0959458 -1.46909 484.935 1.60638 -0.197956 1150.72 0.814424 0.501995 0.751933 0.799033 590.873 2.36636 2.44773 1271.22
600.474 -0.198115 -1.83264 460.702 -1.35223 0.19232 1150.84 0.578965 0.276199 0.550243 0.907223 424.572 1.88148 1.68916 1339.59
543.517 -1.19335 -2.75578 409.67 0.768549 -1.34824 1254.02 0.841559 0.694419 0.718421 0.643682 235.143 1.24966 2.27774 1437.23
862.644 0.79328 -1.91592 477.749 0.581052 0.492101 1268.73 0.503094 0.226479 0.695865 0.739006 307.162 0.396851 0.0952499 2202.38
437.899 1.1284 -2.89362 272.669 -0.432591 -1.39645 772.714 0.662867 0.690413 0.872755 0.669057 497.397 1.1842 2.20536 1024.85
622.865 0.794738 -2.99408 464.828 -0.647104 -1.29336 1187.46 0.528492 0.558461 0.635759 0.659711 143.16 1.176 2.1131 1710.11
423.556 -0.441009 -1.91921 370.347 0.410229 0.259423 829.207 0.587012 0.547699 0.888097 0.487813 268.143 2.31762 2.04636 984.542
542.079 -0.177575 -0.521398 441.221 -0.674113 0.975888 721.24 0.581734 0.798328 0.670056 0.73091 130.018 -2.81449 2.29309 1647.95
728.782 0.708354 2.95954 545.454 1.04444 1.44018 908.978 0.397911 0.540311 0.457687 0.740767 649.564 -0.72431 2.16449 1680.19
782.191 -0.485017 1.00848 488.593 -0.780469 2.35715 808.484 0.584456 0.616055 0.827414 0.567611 608.748 -1.82353 2.1025 1687.85
473.348 0.347101 1.39747 382.333 -0.945058 2.02618 669.181 0.353864 0.443857 0.80011 0.594477 778.968 -1.38458 2.78205 917.219
486.295 -1.32117 -0.569092 424.097 -0.172194 1.10067 892.945 0.704708 0.758355 0.735777 0.864877 694.588 -2.8081 2.239 1165.54
760.389 -0.733103 0.741054 460.713 -0.29747 -2.77745 1271.72 0.781217 0.346794 0.759455 0.490863 381.794 -1.96642 0.811035 1970.04
516.466 -0.716832 -2.06861 378.352 1.21352 -1.26146 1070.34 0.670115 0.50432 0.848064 0.691683 618.529 1.22419 2.48565 1142.4
867.781 0.431212 -2.81276 715.829 -1.14082 1.70864 1846.55 0.325846 0.579333 0.756626 0.509169 344.911 -0.529253 2.23789 2293.17
478.241 0.276012 -1.68082 293.228 -0.369926 -0.404059 519.995 0.473478 0.709228 0.532434 0.894643 567.425 1.95945 2.36351 869.088
757.188 -0.0447635 1.80727 746.924 1.75259 -0.130971 1991.8 0.799976 0.287495 0.719128 0.522518 306.001 -2.2793 2.14833 2023.78
416.529 0.101917 -0.106191 299.008 1.16569 1.54044 667.324 0.817599 0.565152 0.913507 0.728994 464.751 -2.16249 2.0563 1229.53
289.595 1.04524 3.11183 276.448 -0.143618 -2.1144 477.151 0.607561 0.730659 0.837973 0.765994 222.649 0.111753 2.22615 892.004
303.189 -0.483455 -3.13429 294.565 -0.337694 -1.67655 417.452 0.797765 0.652561 0.624993 0.785972 323.048 0.823804 2.32509 731.107
598.748 0.80841 -1.5463 529.087 -0.451946 -1.491 789.451 0.791498 0.642902 0.766789 0.723145 457.747 1.49934 2.99034 1968.68
419.35 -0.754519 0.657188 402.178 -0.703738 1.79454 484.528 0.827466 0.614647 0.827804 0.653247 262.047 -1.34683 2.00402 1903.36
1087.24 0.0823732 1.38226 329.799 -1.18258 -1.11496 1427.29 0.671016 0.572436 0.794033 0.71072 887.285 -2.42192 1.30696 2017.99
404.027 1.82491 2.52991 337.771 1.02188 1.27605 539.133 0.716607 0.699686 0.760594 0.693815 465.043 -1.36698 2.38629 944.306
411.377 0.787529 -0.477588 406.328 -0.374612 -2.08316 794.16 0.677044 0.677149 0.629228 0.697801 274.38 1.52882 2.00641 1205.37
529.515 1.17179 0.591132 334.286 -1.11831 0.563269 1192.96 0.568953 0.823154 0.840401 0.826106 809.925 -2.53975 3.10302 902.058
522.303 -1.97436 0.451118 430.673 0.265427 1.88411 1479.05 0.40403 0.397024 0.74273 0.773566 248.949 -2.20519 2.19389 1475.13
473.534 -1.06033 -2.15031 308.023 0.38185 -3.00064 689.869 0.521886 0.684361 0.646607 0.770293 684.388 0.787979 2.49457 862.774
525.009 1.44734 0.87243 425.821 -1.057 -0.353642 1632.17 0.407916 0.568964 0.730605 0.826636 450.192 -2.60463 2.25099 1355.63
602.568 -0.63265 -0.308533 523.523 -1.15892 1.39684 906.442 0.647383 0.673711 0.579917 0.671183 385.446 -2.83508 2.05127 1519.24
299.301 0.168809 -2.72888 267.611 -0.29608 2.06087 416.936 0.47566 0.413584 0.661874 0.695031 542.08 -0.437113 2.29177 726.573
346.456 1.22588 1.52263 258.506 -2.21424 1.30812 1624.15 0.827126 0.566304 0.67305 0.792409 475.959 -2.08778 2.67277 941.26
941.323 1.45825 1.26277 401.422 0.44098 -0.103242 1039.48 0.585575 0.422177 0.567006 0.628828 601.173 -2.25356 2.15032 1814.51
427.825 -0.0935461 2.72832 310.336 -0.517898 -2.03742 553.922 0.576509 0.529731 0.749481 0.33385 502.9 0.576635 2.15168 935.464
484.513 -0.313961 0.458912 322.589 -1.81486 -0.453426 822.505 0.292779 0.551394 0.858793 0.690385 611.346 2.80868 2.34976 1147.26
725.598 0.197796 0.146347 531.83 -0.111258 -1.71774 1034.91 0.450661 0.710593 0.681798 0.815363 346.522 2.5432 2.02225 1638.93
1124.41 -0.136251 1.52477 701.86 0.431227 -2.7888 1620.43 0.354325 0.583073 0.531774 0.680598 507.917 -0.6776 2.1112 2453.68
518.044 0.697525 2.33635 390.146 -0.522375 -2.31841 907.353 0.680968 0.640903 0.673936 0.619454 510.73 -0.162698 2.15571 961.309
641.826 1.1698 -1.5883 328.379 0.587982 -2.56567 543.669 0.440584 0.554565 0.808445 0.724077 693.851 1.13693 2.58059 1141.18
457.516 -0.789872 -1.78364 375.699 -1.45776 0.328943 826.145 0.498847 0.700792 0.714918 0.769008 77.7393 2.45631 2.04323 1188.76
387.85 -0.806616 1.74086 334.609 -2.16114 0.00865751 773.282 0.722966 0.70247 0.640368 0.594341 232.689 -2.0651 2.07376 1032.7
647.784 0.849193 -0.259143 459.475 -0.373029 -1.81562 1122.88 0.379923 0.762321 0.738087 0.893921 553.635 2.06054 2.31968 1627.59
435.362 0.978645 2.58398 397.785 -0.3785 -2.33223 876.777 0.378843 0.434903 0.496945 0.678311 256.762 -0.00686752 2.32536 1376.75
376.648 2.17774 -2.26527 268.986 0.741557 2.22025 729.281 0.724627 0.807362 0.853797 0.899174 381.017 0.149906 2.07035 632.763
574.181 1.21556 -2.66278 450.955 1.25882 -0.924729 850.389 0.462333 0.632229 0.633358 0.610116 246.001 1.43144 2.18897 1728.28
628.551 -0.279422 1.69272 574.458 1.23645 -2.88582 1359.48 0.653991 0.464 0.596518 0.572327 325.441 -0.737519 2.1483 1773.87
345.53 -0.133104 -1.94799 301.954 1.33299 -0.752481 641.788 0.727803 0.778026 0.836601 0.742344 340.715 1.78757 2.54005 858.498
346.443 -1.69116 2.66674 319.962 1.1118 -2.01544 1365.7 0.685307 0.705296 0.798102 0.666885 166.757 0.37813 2.28861 956.972
487.24 0.834261 2.15184 406.661 1.02103 0.813718 569.283 0.670516 0.744086 0.617513 0.774495 416.5 -1.688 2.44334 1190.26
959.219 -0.575459 0.592264 596.708 0.409493 1.12602 913.593 0.68306 0.675478 0.72648 0.728607 746.475 -2.092 2.68426 2760.71
459.798 0.810932 -0.123312 363.706 -1.66006 1.97949 1476.35 0.667264 0.225011 0.719268 0.745891 115.271 -2.21947 2.08423 1288.56
340.212 0.589453 -2.90867 300.356 -1.44095 -0.381763 995.517 0.806437 0.445425 0.795398 0.652975 273.303 1.26862 1.65038 1189.48
426.65 -0.619503 0.659679 285.8 1.08625 -0.766984 823.692 0.602079 0.765039 0.760145 0.882806 426.4 -3.08609 2.31911 799.038
392.201 1.21706 -2.69203 332.119 -1.11086 -1.23273 1165.74 0.40604 0.409567 0.900065 0.846296 128.922 1.40234 2.18882 1199.76
