pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht 
397.729 -0.849688 -1.77919 296.966 1.67281 -1.12944 1181.14 0.317668 0.520298 0.697946 0.563105 606.275 1.71318 2.79082 861.407
441.551 -1.74839 -3.13455 352.575 0.709866 -2.22679 1290.3 0.414887 0.504013 0.673303 0.844005 558.41 0.565383 2.58325 1423.19
736.854 0.169821 -2.50661 560.197 -0.276 2.35001 898.531 0.646457 0.509045 0.787672 0.640452 572.767 0.328207 2.0218 1888.24
550.521 -0.877416 -3.065 512.312 -0.564925 -1.36352 827.325 0.777608 0.57931 0.786933 0.790882 268.296 0.940194 2.27799 1554.03
633.448 -1.48952 -1.20635 464.954 -0.814336 -2.72224 863.874 0.676083 0.44991 0.711982 0.752551 433.785 1.36975 2.19119 1453.08
492.189 -1.03141 0.710728 490.198 0.825816 -0.836396 1271.17 0.439366 0.720709 0.666871 0.67501 404.687 -3.00305 2.16666 1332.55
701.211 -0.755859 -0.131417 281.722 0.60771 1.15531 856.789 0.771136 0.482109 0.734752 0.608423 568.632 -2.69135 2.43653 1363.37
431.814 -2.03465 -1.45587 427.373 1.24269 2.64391 2262.77 0.705241 0.580503 0.763384 0.848367 186.602 0.579398 2.03527 1103.46
580.106 0.586928 -0.64889 468.476 -0.140473 1.09452 908.098 0.676039 0.484745 0.693978 0.57751 407.634 -2.68926 2.04037 1757.43
987.054 -1.3698 -2.19595 276.962 0.995346 2.51606 1723.7 0.540318 0.472551 0.72873 0.870271 895.27 0.487285 2.02878 1581.73
443.176 -1.4482 0.281281 287.848 0.105962 -2.49894 967.114 0.730821 0.474285 0.659574 0.679653 438.836 -3.11612 0.617184 996.311
498.782 -1.17977 2.3607 407.76 0.642208 1.29293 1057.47 0.45963 0.700849 0.73441 0.874817 591.624 -1.20923 2.50216 1297.04
330.697 0.0865883 -2.82214 271.605 2.01641 2.63283 742.511 0.690725 0.52083 0.728466 0.726965 560.084 0.00639622 2.62644 563.985
375.161 -1.34046 1.87335 320.556 0.412306 1.36216 725.737 0.797002 0.559937 0.707059 0.677802 365.485 -1.41379 2.77595 1014.19
510.689 0.804727 0.845353 460.979 1.39095 2.11303 688.587 0.462948 0.68718 0.550433 0.806783 312.502 -1.45632 2.30167 1443.92
474.798 -0.25768 1.48359 335.802 -1.077 2.75667 584.601 0.646321 0.661016 0.752053 0.740998 572.398 -0.839478 2.32307 1144.69
625.197 -0.742046 0.457428 388.502 0.71612 -2.7842 1357.26 0.379845 0.389033 0.531719 0.444709 203.195 -2.55111 0.233088 1019.59
397.92 -1.87446 -1.73647 393.736 -0.562201 -1.16283 664.739 0.511561 0.775301 0.841339 0.659871 245.35 1.39219 2.55501 1391.64
424.358 -0.904484 3.10319 416.993 0.0372127 1.11101 826.992 0.748761 0.415111 0.66269 0.725392 424.295 -1.12379 2.05621 847.444
705.493 -0.31863 0.781858 491.19 0.633065 2.34559 1042.72 0.476549 0.433244 0.839471 0.756032 392.849 -1.58771 2.34988 1664.9
441.494 -0.134252 2.32506 376.6 -0.538131 -2.61136 555.491 0.710005 0.658444 0.814686 0.560721 367.431 -0.552754 2.05861 1306.35
388.618 -0.550691 -1.10353 383.253 1.01553 2.09509 1060.95 0.347551 0.519915 0.60634 0.543767 290.761 -1.15318 0.0496504 1152.17
681.919 1.61892 -2.73319 474.176 -0.905225 -0.610877 2129.95 0.57373 0.26726 0.711647 0.765452 366.684 1.52973 2.02026 1435.4
483.796 -0.0804738 3.00674 332.484 -0.470752 -1.6497 615.024 0.678806 0.148955 0.696867 0.806341 357.663 0.588144 2.23785 1191.52
493.108 0.0254503 -2.74087 436.926 0.165387 1.83674 745.339 0.599961 0.636769 0.667802 0.818545 249.047 -0.615378 2.12549 1868.24
649.556 0.342286 1.75853 359.249 -1.13601 2.48985 865.27 0.80728 0.808362 0.787465 0.800367 682.382 -0.773867 2.5324 1424.73
623.439 1.21971 -2.84185 418.301 -0.212337 1.85635 1080.57 0.640343 0.334627 0.877233 0.649792 644.804 -0.284783 2.14113 1128.01
645.102 2.23395 1.55164 443.087 -0.147696 2.40317 1666.1 0.637705 0.589747 0.604087 0.739909 625.315 -1.0914 2.64304 1495.34
675.676 -1.14001 1.79079 419.406 -0.142979 0.401294 907.625 0.888085 0.813564 0.706177 0.741702 344.988 -1.85092 2.25221 1645.12
347.821 -0.0938406 -0.906404 270.874 0.687112 -2.81599 579.285 0.758727 0.68341 0.663118 0.860317 123.719 1.3884 2.07879 899.038
427.783 -0.431819 0.993099 412.209 2.14313 -0.904477 1567.4 0.627326 0.760541 0.712512 0.727908 208.815 -3.11265 2.17744 1099.9
543.821 1.73376 -0.818825 368.14 0.288849 0.295021 910.955 0.556375 0.547755 0.571548 0.551544 616.5 3.12377 2.34059 1474.98
502.521 -1.02556 2.17872 388.76 -0.549753 -2.5499 669.055 0.595651 0.405297 0.769778 0.607161 314.298 -0.164267 2.34299 1282.34
741.994 -0.634928 0.122411 315.997 -1.49967 1.25403 705.364 0.378558 0.379576 0.62611 0.736738 824.397 -2.63983 2.38932 1239.32
533.384 0.147301 0.605125 406.452 0.232258 -1.3751 793.673 0.771409 0.591418 0.774811 0.641517 552.154 2.70613 2.10101 1053.82
836.12 0.241821 -2.7636 257.028 1.5798 1.70162 1103.55 0.36471 0.588683 0.643426 0.743213 594.508 0.302811 1.39881 1439.08
1350.71 0.284373 -2.1151 396.33 -0.0601116 2.88952 953.764 0.577423 0.288379 0.668114 0.635031 1291.78 0.78631 2.10321 1933.29
474.488 -0.95092 -2.85726 455.516 -0.796943 1.77757 728.862 0.652004 0.726978 0.638952 0.674448 407.945 -0.730415 2.12684 1238.11
651.238 1.842 -3.06162 431.796 0.820679 1.73822 952.738 0.490929 0.446825 0.622194 0.644408 495.068 -0.73942 2.3222 1451.41
459.944 1.07381 -1.71457 415.391 -0.413529 0.497891 1127.74 0.607909 0.714034 0.759013 0.661125 130.08 0.999019 0.501127 1458.67
600.068 1.15416 -0.624058 476.392 -0.253207 1.10178 1162.4 0.350538 0.627019 0.669888 0.77656 694.675 -3.11332 2.06809 1237.57
483.47 -0.422828 2.18326 467.285 0.958822 -1.56784 1206.05 0.44817 0.486537 0.684 0.78105 69.5084 -1.9303 0.36246 1272.79
473.536 0.190381 2.86369 449.815 1.4781 1.27963 980.569 0.352245 0.774107 0.810652 0.833664 606.408 -1.24933 2.17017 1039.52
