pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht 
347.659 -0.562323 -0.455888 299.318 1.47604 -1.87473 889.538 0.623573 0.816197 0.791211 0.688262 362.916 1.69773 2.15362 868.835
1058.16 -0.042727 1.79004 866.558 -0.598523 -3.00887 1433.96 0.529323 0.331228 0.723099 0.604227 404.635 -0.952004 2.05686 2948.27
1320.99 0.465106 -0.426211 672.161 -1.33439 -2.01116 2359.01 0.524531 0.658773 0.85682 0.589548 1312.09 2.06609 2.20594 2273.3
956.328 -0.0908264 -1.48046 880.198 -0.131495 3.00649 1439.74 0.639374 0.342411 0.763356 0.632083 591.233 0.97713 2.02936 2637.6
1314.81 0.0918653 -0.227556 1001.81 0.301348 1.46643 1757.35 0.806286 0.705454 0.689559 0.790448 758.83 -2.77211 2.04465 3095.49
1752.46 0.350894 -1.98534 843.098 -0.900007 -2.70061 1875.02 0.782495 0.571018 0.861976 0.521024 1698.08 1.12004 2.46253 3857.18
583.981 2.16569 -0.416355 468.94 -0.299032 -0.965395 1742.21 0.791043 0.111348 0.77412 0.763826 825.957 2.54457 2.77322 1290.66
1019.33 0.280135 -1.43761 816.671 -1.45161 -3.06598 2234.9 0.56918 0.608779 0.739592 0.769691 740.469 0.588347 2.02595 2936.91
531.09 0.812159 -0.794077 337.394 1.68441 1.33122 860.074 0.475814 0.51275 0.796594 0.832439 694.653 2.96038 1.62916 1240.68
1044.4 -0.606116 1.3971 518.991 -1.94297 -0.442021 1582.9 0.628183 0.276566 0.529496 0.63226 605.089 -2.55191 2.10989 2054.38
614.137 -0.844583 -0.682418 390.185 0.878407 2.35991 1449.53 0.458803 0.305513 0.479143 0.745492 654.286 2.31447 0.0454473 1489.77
877.19 0.349752 1.9574 530.863 0.159875 -3.00334 855.924 0.401285 0.488528 0.842022 0.650546 1083.59 -0.706179 2.29716 1436.68
1575.99 0.509541 0.460002 317.924 0.723382 -2.2707 1579.2 0.239052 0.651249 0.656655 0.607181 1305.86 -2.68833 0.417628 2165.07
1247.34 -0.242037 0.017011 483.642 0.0641362 2.63507 1618.34 0.300048 0.801849 0.7902 0.725781 478.145 2.91256 0.277485 2291.32
689.555 0.550118 -1.84722 442.971 1.9093 1.09289 1395.39 0.406169 0.546114 0.581184 0.730098 665.69 2.20905 1.11616 2066.55
933.991 0.511016 -0.462597 783.717 0.85995 1.60191 1550.09 0.455449 0.842054 0.792145 0.755677 786.671 -2.61744 2.06383 1831.55
722.59 1.26933 -2.07104 445.101 -1.72827 -2.2586 2426.97 0.432727 0.308982 0.754935 0.788075 958.293 1.00651 3.01807 1472.29
1242.76 -0.788957 -2.89035 944.813 -0.719547 0.0296517 2245.99 0.441669 0.233206 0.520615 0.796619 1124.34 1.34025 1.3106 3106.18
571.103 0.412241 -2.21752 384.651 -1.01998 -1.13842 941.9 0.118345 0.256181 0.905356 0.80435 581.373 1.25538 2.3938 1187.98
620.322 -0.116263 -1.33462 575.062 -0.053397 2.77845 1069.7 0.605366 0.187185 0.745262 0.825269 514.777 0.666377 2.00099 1506.83
723.079 0.837287 0.356725 525.819 -1.06996 -1.1336 1629.02 0.666292 0.451909 0.431307 0.367674 819.654 2.94689 2.2027 1459.88
756.561 -0.170115 -1.58662 418.97 0.90791 0.0714727 1080.36 0.516787 0.757246 0.656043 0.78271 831.065 2.10928 2.03781 1330.86
800.663 -0.624949 -1.46357 680.587 -0.12244 2.73407 1348.02 0.350876 0.83719 0.817807 0.782554 431.783 0.56222 2.02579 1885.18
1490.04 -1.05322 -1.78712 1118.53 0.122972 -1.26586 1787.39 0.779043 0.588758 0.880881 0.385012 2050.4 1.41544 2.6813 3515.68
933.408 0.756208 -0.13496 250.659 0.242807 -1.78397 855.213 0.280263 0.717573 0.787098 0.727783 755.735 2.78225 1.71696 1389.24
1379.24 -0.952273 -1.74999 1220.91 0.75515 2.53339 3362.17 0.413326 0.231786 0.618176 0.582246 1075.71 0.449814 2.08358 3015.95
1281.39 0.445342 -2.90146 678.42 1.04581 2.168 1253.4 0.470343 0.39324 0.816319 0.364244 754.624 -0.465314 2.43615 2966.46
1290.13 -0.923577 0.444776 1277.14 0.364477 2.06598 2630.32 0.17509 0.438545 0.591461 0.598311 1057.11 -1.89578 2.32142 3421.29
926.033 -0.217223 1.12653 798.434 -1.08772 2.37837 1297.33 0.631984 0.510774 0.783545 0.775647 889.2 -1.06939 2.19593 2424.48
691.176 -0.519706 -1.2036 329.341 -1.28626 0.353335 917.91 0.550812 0.422481 0.720456 0.77484 581.54 2.41919 2.06585 1196.63
946.53 0.0580674 -1.19058 928.404 -0.666981 0.676157 1746.94 0.307862 0.710887 0.753175 0.708794 1177.85 2.74305 2.0669 2628.16
792.257 0.959928 2.25038 434.699 -1.0406 -2.13837 1740.02 0.544323 0.467742 0.732779 0.64441 940.734 -0.577652 1.56072 1910.63
1090.94 0.172631 -0.851805 744.655 0.75133 -2.03472 1179.26 0.666062 0.659141 0.725567 0.702374 574.416 1.75857 2.4899 2872.28
541.927 0.580055 -2.60948 265.462 -0.485873 -3.12681 518.873 0.610656 0.765414 0.814496 0.762262 748.803 0.338402 2.81798 808.064
815.876 -0.136228 -1.87473 442.443 -1.27284 -0.126143 1232.16 0.332207 0.41831 0.520844 0.752541 969.299 1.80212 1.92827 1422.95
768.867 1.31392 2.92322 514.387 0.136496 1.3085 1222.48 0.719499 0.334774 0.816926 0.736538 850.733 -0.7 2.0085 1401.55
1014.26 -0.272771 1.0119 727.015 1.03106 -1.82066 2202.6 0.572739 0.573418 0.566969 0.82627 332.218 -1.34604 0.474614 2334.75
666.747 -1.16032 2.87761 472.005 1.55196 2.77905 2041.16 0.520083 0.808466 0.699589 0.82548 1030.77 -0.332844 3.07273 1286.17
681.877 -0.214652 2.41752 559.959 -1.20251 1.04144 1049.39 0.720312 0.50402 0.787408 0.532797 873.762 -1.84352 2.02215 1918.77
1357.47 -0.682203 -2.75715 868.932 -0.183623 0.73403 2306.18 0.362329 0.178322 0.894809 0.755782 872.177 0.705576 0.0284536 2905.17
890.405 0.75582 2.67757 305.263 -0.935428 -2.59877 1136.96 0.345929 0.432071 0.744129 0.667963 893.638 -0.215277 2.3835 1372.87
1393.03 0.598633 2.79376 944.95 -0.367217 1.02146 2150 0.627306 0.341768 0.745268 0.893109 730.802 -1.12245 2.14392 3442.44
1197.33 -1.26735 -1.33124 401.214 -0.77183 1.98649 1527.16 0.682957 0.444325 0.790542 0.554745 1044.41 1.893 0.0934968 2065.11
1118.68 -0.0181576 1.18148 929.943 -0.590858 -2.42144 2238.02 0.142065 0.496822 0.758197 0.722711 436.224 1.01878 0.162702 3001.45
688.244 0.833331 -0.966376 643.869 1.21386 0.820368 1103.18 0.480254 0.488587 0.766253 0.746643 318.379 2.94048 2.12011 1807.9
799.328 -0.0734597 0.622085 698.822 -0.918823 -0.0956269 894.731 0.785789 0.384432 0.77369 0.802348 971.178 -2.66545 2.56982 2694.21
359.221 -1.24277 1.30165 347.582 -0.274486 1.87637 423.451 0.382825 0.650878 0.78092 0.839437 417.85 -1.34187 2.64352 1014.18
968.742 -0.0631038 2.01666 730.796 -1.14732 1.15613 1204.25 0.532347 0.490792 0.847075 0.678551 1436.41 -1.57719 2.68934 1901.55
1022.17 1.25511 1.54999 988.654 -0.0813885 -0.7454 2411.97 0.218557 0.545208 0.825203 0.439937 284.79 1.97403 0.424043 3496.32
806.485 -0.818174 -2.93083 657.61 -0.396274 -1.62486 952.147 0.743408 0.746235 0.862376 0.689037 443.364 0.436146 2.06101 2283.77
882.739 0.941383 1.6412 640.732 -0.43275 1.42551 1203.95 0.641706 0.289322 0.575048 0.61068 1209.35 -1.60458 3.03008 1841.13
756.547 -0.579159 -1.24677 411.04 1.75182 -1.41116 1656.78 0.299422 0.653528 0.754949 0.834712 865.383 2.00562 2.86641 1879.5
897.037 0.600056 0.0684001 857.504 -0.344073 -1.63162 1680.71 0.544118 0.854535 0.636206 0.688239 467.296 2.58463 2.06694 2638.04
677.476 0.504073 1.28768 631.931 0.909489 2.57461 861.227 0.633122 0.405399 0.822556 0.831317 710.407 -1.3611 2.34748 1686.73
878.355 1.47645 -0.737145 463.636 1.05572 2.31479 1374.44 0.727022 0.650001 0.688295 0.73145 611.868 2.27044 0.0443497 1938.78
869.376 -0.712784 2.04179 307.285 0.998897 -3.09138 1157.75 0.755456 0.70815 0.742348 0.714339 883.352 -0.832039 2.25934 1287.84
988.032 0.822668 1.33682 760.715 0.818023 0.0795162 1090.26 0.515075 0.65163 0.586618 0.598364 704.075 -2.44181 2.50456 2597
457.041 -0.676191 -3.10287 381.074 0.797788 2.9716 687.453 0.611024 0.590591 0.892912 0.747365 656.335 -0.0628921 3.03449 988.874
1528.26 0.047382 1.35773 431.838 -0.838221 2.51615 1323.44 0.469616 0.42909 0.639949 0.7798 1308.06 -1.43778 2.32925 2278.47
1554.57 -0.436683 2.27947 859.823 -0.515534 -2.70507 1517.32 0.49656 0.798951 0.545517 0.86984 1533.46 -0.525942 2.17913 1654.72
1070.17 -0.165988 2.73984 563.879 1.13796 2.07572 1231.75 0.738786 0.723502 0.681269 0.716917 1387.72 -0.784785 2.75856 2173.09
654.713 -0.705903 1.18335 572.991 1.46379 -0.60002 1878.99 0.545965 0.374957 0.904355 0.582033 376.539 -3.06209 2.03774 1839.55
1130.21 0.0359447 1.29526 255.907 -1.93387 0.888735 1288.25 0.528508 0.467323 0.669866 0.659539 1191.33 -1.91663 2.80537 1613.67
1156.15 -0.26674 -2.38994 856.399 -0.917158 -1.24064 1296.73 0.528446 0.730491 0.68185 0.439311 1680.23 1.29847 2.5391 2250.69
993.117 -0.538179 -1.67709 784.248 0.0256335 -0.477652 1277.5 0.688076 0.362495 0.673715 0.762731 1190.77 2.09742 2.50868 2237.97
647.353 0.414953 -1.19748 370.233 -0.693762 -0.0574124 835.93 0.21609 0.662575 0.725885 0.746739 758.527 2.34413 2.40154 1169.13
902.929 0.764208 1.54774 867.698 0.355637 2.94136 1208.6 0.578727 0.765651 0.616903 0.787855 141.987 -1.14582 2.19601 3061.12
957.317 0.429023 -2.57698 690.117 0.13379 2.0088 1461.26 0.329324 0.449628 0.737422 0.427119 546.722 -0.323101 2.25388 2492.61
780.109 -0.383514 1.64194 332.323 0.806546 0.769009 794.778 0.723392 0.648023 0.779478 0.706466 926.477 -1.70607 2.47508 1435.53
900.997 0.326371 1.25901 601.152 -0.0146205 -0.079736 966.216 0.564494 0.400014 0.466106 0.64586 719.203 -2.61716 2.40702 2152.85
1004.98 -0.280643 -1.67839 530.592 -1.57619 -2.49198 1232.27 0.633666 0.687129 0.533694 0.747661 1395.39 1.06263 2.72858 1727.01
941.303 0.390139 -2.36568 586.975 -1.14584 -3.03522 1379.29 0.327094 0.785867 0.803113 0.836688 1451.67 0.545951 2.70201 1539.58
1271.51 -0.749 1.88114 1129.72 -0.00540499 -0.491759 2555.55 0.790121 0.14426 0.623718 0.732355 747.519 -2.28431 1.79255 2628.56
968.592 -1.35764 -3.0719 863.367 0.372452 -2.09305 1988.16 0.164813 0.687483 0.753151 0.447818 436.206 0.490552 2.5836 3022.79
537.428 1.54814 -0.714534 423.553 0.557718 -1.65118 692.861 0.489865 0.838812 0.723965 0.83487 528.478 2.05763 2.57438 1280.64
652.184 0.309661 -1.69873 268.271 2.29711 -2.01167 985.102 0.65684 0.393505 0.669901 0.476245 636.164 1.0838 2.78253 1343.9
853.848 -0.533165 -0.276664 399.167 0.6355 -1.88975 1124.46 0.38744 0.746674 0.713234 0.835723 736.63 2.28926 2.10418 1469.4
771.735 -0.284158 1.82546 473.63 1.21631 2.57679 1114.61 0.636026 0.622484 0.67462 0.676797 361.271 -1.56709 2.1393 2172.77
589.118 -0.59795 0.089994 522.787 -1.64054 -0.371694 676.833 0.72381 0.54214 0.848633 0.79202 1183.34 3.13557 2.77592 1628.61
718.186 -0.895076 3.13538 550.453 -1.17158 -1.13757 1086.38 0.745624 0.455956 0.641431 0.722568 530.946 0.958579 2.09615 1478.08
1095.94 -0.851764 1.97811 784.223 -0.803754 0.181355 1598.02 0.476569 0.22187 0.795576 0.702337 971.672 -2.26501 2.04006 2463.72
608.75 0.324062 1.61918 409.852 1.807 1.00648 961.819 0.416923 0.75217 0.620501 0.826895 740.159 -1.50485 2.51133 1676.76
1619.4 -0.0277492 1.4963 765.613 -0.429195 -2.03086 2373.47 0.704162 0.63945 0.856267 0.561814 1178.82 -2.0902 0.0593438 3291.25
1336.26 -0.0234863 2.29976 767.807 -0.67694 -0.56548 2326.96 0.197705 0.222809 0.75763 0.651671 262.794 -0.48132 0.0841602 3127.14
818.209 -0.900928 2.79688 430.322 1.21996 -1.88495 1769.27 0.254354 0.435865 0.771905 0.783279 743.864 0.175876 2.06083 1397.98
1045.35 -0.0321296 3.08157 493.534 -0.56568 1.50264 1129.4 0.474159 0.341741 0.782976 0.745058 1069.92 -0.537909 2.04055 1730.8
1698.21 -0.255287 2.15912 908.702 -0.843899 -0.422693 2751.75 0.352711 0.353383 0.715653 0.818848 394.184 -1.04051 0.61782 3366.22
663.99 -0.420251 0.72689 618.52 0.209249 -0.644295 972.249 0.627964 0.619762 0.61236 0.496744 646.183 2.91246 2.18557 2031.6
926.887 -0.158073 -0.637066 751.34 1.18635 1.16728 1807.32 0.245737 0.442343 0.740288 0.413289 416.16 -2.90836 2.20754 2380.24
853.784 0.842054 -0.828654 545.924 -0.891846 -2.3796 1653.25 0.59153 0.474218 0.597846 0.574825 732.048 1.73728 2.16631 1767.96
618.607 -0.552926 -1.70814 560.442 -1.53131 -0.718925 825.966 0.419087 0.499468 0.680374 0.634314 858.668 1.72434 2.44327 1524.65
1192.25 -0.489581 -2.05924 366.762 1.13813 0.75373 1909.18 0.0597266 0.839295 0.58643 0.708785 652.67 1.15106 0.397332 1856.68
