pT_j1 eta_j1 phi_j1 pT_j2 eta_j2 phi_j2 m_jj tau21_j1 tau21_j2 tau32_j1 tau32_j2 met phi_met min_dPhi ht 
1224.07 -0.0421319 1.79138 843.963 -1.04276 -0.915747 2345.15 0.556081 0.316397 0.784138 0.606685 612.8 -0.988677 0.0729304 2689.86
798.29 -0.364224 2.86563 791.006 -1.4096 1.77864 1217.7 0.408923 0.368477 0.782052 0.92408 795.296 -0.786972 2.56562 2134.95
1887.6 0.52234 -1.98278 378.598 -1.07262 0.325378 2371.97 0.321834 0.174784 0.520697 0.567497 1628.3 1.1281 0.802719 2612.38
1470.79 -0.0997256 3.03388 935.342 1.23045 0.170725 2951.52 0.385343 0.153227 0.745464 0.759034 298.613 -1.22627 1.39699 4145.22
950.173 -1.63715 0.247775 745.429 0.367001 -1.40741 2345.65 0.40432 0.617195 0.70557 0.71863 387.57 2.63439 2.24138 2492.26
1103.5 -0.414658 1.12016 975.275 0.537957 -0.817841 2073.8 0.303253 0.353829 0.712295 0.521566 438.366 -2.98942 2.17158 2852.77
1532.46 0.135776 -1.13968 321.284 0.958539 -2.61105 1339.04 0.157756 0.790401 0.818453 0.761752 1344.76 1.94278 1.72935 2511.45
1068.65 -0.445158 -1.6168 914.796 0.0321105 1.85598 2247.83 0.152146 0.557099 0.72731 0.591623 730.102 1.43512 0.420864 2693.47
1110.48 0.773535 1.36641 781.936 -1.17598 0.209463 2409.96 0.583489 0.157148 0.404049 0.877426 1211.61 -2.21868 2.42814 2314.12
404.363 0.923069 -1.12041 339.207 0.267709 2.41654 826.462 0.382632 0.434536 0.693438 0.804262 281.135 1.57524 0.841297 1215.83
618.556 0.542483 -1.62763 429.963 1.61352 -1.84156 766.99 0.56224 0.814318 0.631791 0.852663 850.555 1.47308 2.96855 1301.7
821.837 -1.05921 -0.497093 657.806 0.135093 1.31968 1515.93 0.772642 0.209282 0.740376 0.788241 370.643 -2.92101 2.04249 2279.64
